漢字,異体字
㯽,檳
㯽,槟
㰉,榛
㰉,樼
㰐,楕
㰐,橢
㰐,㯐
㰐,椭
㰖,欖
㰖,榄
㰙,橠
㰞,嗤
㰞,𣣷
㰟,𣢆
㰱,歃
㰱,𣣨
㰸,歛
㱅,懿
㱅,㦤
㱅,㦉
㱘,魘
㱘,魇
㱨,殮
㱨,殓
㱫,𣩼
㱭,毈
㲄,䍍
㲇,鼕
㲜,毯
㲜,㲭
㲠,氂
㲣,𣮬
㲣,𣮯
㲭,毯
㲭,㲜
㲵,霄
㲵,䨭
㲻,氼
㲾,雨
㲾,𠕒
㲾,𠕘
㲾,𠕲
㲾,𩁼
㳁,汄
㳂,沿
㳃,淬
㳅,流
㳅,沠
㳈,沛
㳈,伂
㳑,溢
㳒,法
㳒,佱
㳒,灋
㳙,涓
㳬,漩
㳮,尿
㳮,㞙
㳷,𣷤
㳺,游
㳼,滭
㳽,瀰
㳾,溬
㳿,渫
㴅,消
㴆,浸
㴆,濅
㴆,寖
㴇,渉
㴇,涉
㴈,垽
㴉,済
㴉,濟
㴉,济
㴊,淵
㴊,渕
㴊,渊
㴊,渆
㴊,㶜
㴊,囦
㴊,渁
㴒,湙
㴚,澻
㴝,黎
㴠,涵
㴠,𣹢
㴥,𣹝
㴩,澭
㴩,灉
㴱,深
㴴,湛
㴵,淧
㴵,㵥
㴾,渤
㵄,漢
㵄,漢
㵄,汉
㵆,浩
㵆,澔
㵆,㬶
㵏,漼
㵐,灍
㵓,湜
㵕,滲
㵕,渗
㵕,涁
㵥,淧
㵥,㴵
㵦,瀡
㵲,潕
㵸,瀹
㵺,𤀥
㵼,瀉
㵼,泻
㶅,澩
㶅,泶
㶈,濙
㶚,灞
㶜,渕
㶜,淵
㶜,渊
㶜,渆
㶜,㴊
㶜,囦
㶜,渁
㶤,炒
㶨,炋
㶵,飪
㶵,餁
㶵,饪
㶻,烽
㶾,𤐫
㷉,尉
㷉,叞
㷊,焚
㷊,燓
㷑,煙
㷑,烟
㷑,𤇆
㷓,熜
㷖,照
㷖,燳
㷙,煎
㷠,粦
㷥,烝
㷸,㒯
㷸,爗
㷸,燁
㷸,烨
㷼,燕
㷼,鷰
㷼,䴏
㸀,炱
㸀,炲
㸃,点
㸃,點
㸃,奌
㸈,焦
㸉,燮
㸉,爕
㸉,夑
㸕,攫
㸕,爴
㸘,万
㸘,萬
㸦,互
㸬,牬
㸷,觢
㸿,犢
㸿,犊
㹖,豢
㹙,㹚
㹚,㹙
㹜,犾
㹨,狖
㹯,貅
㺅,猴
㺊,𤡀
㺫,玌
㺮,玗
㺳,玫
㺷,珬
㺺,瑁
㻄,宝
㻄,寶
㻄,寳
㻄,寚
㻄,珤
㻄,靌
㻊,璊
㻎,瑟
㻗,琲
㻮,璨
㼄,璣
㼄,玑
㼇,瓗
㼖,瓥
㼙,甃
㽮,星
㽮,曐
㽮,皨
㽯,畦
㽳,疞
㽸,瘎
㾄,讟
㿈,癰
㿈,癕
㿈,痈
㿋,瘙
㿏,𤸷
㿝,香
㿡,兜
㿡,兠
㿢,耀
䀀,盕
䀄,𥁚
䀋,塩
䀋,鹽
䀋,𦣪
䀋,盐
䀱,盽
䁉,䁈
䁑,眻
䁞,省
䁦,覰
䁦,覻
䁦,覷
䁦,觑
䁩,䏸
䁩,䐳
䁲,䚑
䁹,睥
䁹,睤
䁻,䀥
䂞,柘
䂲,砝
䃉,珉
䃉,瑉
䃉,碈
䃦,礅
䃱,䃸
䃸,䃱
䄀,禍
䄀,禍
䄀,旤
䄀,祸
䄕,社
䄕,社
䄢,斉
䄢,齊
䄢,斊
䄢,亝
䄢,齐
䄩,䴬
䄬,移
䄭,年
䄭,秊
䄺,稚
䄺,穉
䄺,稺
䄺,䆈
䅇,粟
䅱,䭓
䅶,耨
䅶,槈
䆂,稴
䆈,稚
䆈,穉
䆈,稺
䆈,䄺
䆐,国
䆐,圀
䆐,國
䆐,囻
䆐,囯
䆐,囶
䆠,宦
䆤,穿
䆩,冥
䆩,㝠
䆻,竅
䆻,窍
䇍,竐
䇥,笮
䇭,栳
䇱,笝
䇹,箘
䇹,箟
䈄,筨
䈤,鉗
䈤,钳
䈥,筋
䈥,荕
䉁,䉹
䉒,籓
䉖,笭
䉙,篔
䉙,筼
䉹,䉁
䉼,料
䉽,粄
䊋,妝
䊋,妆
䊋,娤
䊋,𡝂
䊑,餉
䊑,饷
䊒,精
䊒,精
䊪,糲
䊷,緇
䊷,缁
䊷,䌶
䊿,衭
䋁,綆
䋁,䌄
䋁,绠
䋓,绉
䋓,縐
䋘,縋
䋘,缒
䋙,䌺
䋚,䌻
䋠,補
䋠,补
䋡,紓
䋡,纾
䋧,絇
䋲,縄
䋲,繩
䋲,绳
䋹,䌿
䋻,䌾
䌄,綆
䌄,䋁
䌄,绠
䌇,索
䌕,縻
䌧,紬
䌧,䌷
䌯,䙮
䍍,㲄
䍞,罭
䍧,牂
䎍,䎔
䎔,䎍
䎝,翥
䎝,䬡
䏑,炙
䏑,熫
䏗,䐴
䏫,脙
䏸,䁩
䏸,䐳
䐍,䐢
䐡,臍
䐡,𦜝
䐡,脐
䐳,䁩
䐳,䏸
䑓,台
䑓,臺
䑓,坮
䑓,㙵
䑕,鼠
䑕,鼡
䑚,甜
䑚,甛
䑝,斝
䑝,斚
䑞,舜
䑥,䑪
䑧,䒀
䑪,䑥
䑺,帆
䑺,㠶
䒀,䑧
䒂,槳
䒂,㯍
䒂,桨
䒃,造
䒃,艁
䒗,芞
䒘,荾
䒣,苒
䒭,等
䒺,堇
䓅,芹
䓑,萍
䓗,葱
䓗,蔥
䓧,亟
䓧,焏
䓷,荇
䓷,莕
䓹,饐
䓹,䬥
䔧,蔾
䕑,葰
䕖,蓀
䕖,荪
䕚,蕢
䕚,蒉
䕥,苨
䕦,萾
䕬,薑
䕯,薸
䖂,虊
䖋,虐
䖋,䨋
䖠,蚖
䖣,蚤
䖣,𧈡
䖣,䗢
䖫,蚌
䖫,蜯
䗏,螋
䗕,蜿
䗕,䖤
䗞,蚕
䗞,蠶
䗞,蝅
䗞,蠺
䗢,蚤
䗢,𧈡
䗢,䖣
䗫,蟇
䗫,蟆
䗹,蛓
䘂,䘋
䘊,蠛
䘋,䘂
䘜,巾
䘫,袽
䘮,喪
䘮,丧
䙀,繃
䙀,綳
䙀,绷
䙛,袞
䙛,衮
䙡,䙌
䙮,䌯
䙷,䙸
䙸,䙷
䙺,覝
䚀,䚁
䚀,舰
䚁,䚀
䚁,舰
䚑,䁲
䚓,瞫
䚹,䚰
䚺,謠
䚺,謡
䚺,谣
䛐,詞
䛐,词
䛒,辯
䛒,弁
䛒,辩
䛖,詍
䛛,詯
䛜,訊
䛜,訙
䛜,讯
䛦,訟
䛦,讼
䛮,倃
䛶,誄
䛶,诔
䛺,誡
䛺,诫
䛻,誘
䛻,诱
䜵,豉
䜵,䜻
䜹,酥
䜻,豉
䜻,䜵
䝂,竪
䝂,豎
䝂,竖
䝈,豟
䝘,毅
䝜,狻
䝝,猗
䝡,獌
䝡,䝢
䝢,獌
䝢,䝡
䝴,齎
䝺,貫
䝺,贯
䝾,賦
䝾,赋
䞬,透
䞼,竄
䞼,窜
䟖,趾
䟞,躕
䟞,蹰
䟢,跈
䟥,髳
䟭,阼
䟱,跡
䟱,迹
䠁,躋
䠁,跻
䠂,楚
䠂,椘
䠶,射
䡆,䡥
䡋,軝
䡌,䡏
䡏,䡌
䡑,䡻
䡒,䡘
䡘,䡒
䡥,䡆
䡺,轊
䢄,枲
䢊,遊
䢊,逰
䢎,䢋
䢜,帰
䢜,歸
䢜,皈
䢜,㱕
䢜,归
䢜,𡚖
䢠,送
䢤,述
䢪,橇
䢬,遷
䢬,迁
䢬,拪
䢯,遴
䢶,邦
䢶,峀
䢽,巷
䢽,衖
䢽,䣈
䢽,㟟
䢾,姺
䣃,卸
䣃,缷
䣈,巷
䣈,衖
䣈,䢽
䣈,㟟
䣌,邸
䣑,廛
䣑,壥
䣑,鄽
䣑,㙻
䣑,㕓
䣑,㢆
䣕,䣖
䣖,䣕
䣣,䣊
䣨,醇
䣨,醕
䣨,䣩
䣰,醵
䤛,釚
䤜,鈍
䤜,钝
䤟,鈂
䤫,鑱
䤫,镵
䤱,誓
䤴,䥁
䥁,䤴
䥅,琴
䥅,珡
䥅,琹
䥅,䥆
䥅,䦦
䥆,琴
䥆,珡
䥆,琹
䥆,䥅
䥆,䦦
䥌,証
䥌,證
䥌,䥭
䥌,证
䥐,鍪
䥙,鐆
䥚,初
䥣,鑿
䥣,凿
䥧,璿
䥫,鐵
䥫,鉄
䥫,鐡
䥫,銕
䥫,铁
䥭,證
䥭,証
䥭,䥌
䥭,证
䥱,䥾
䦇,髻
䦞,閏
䦞,閠
䦞,闰
䦟,䦷
䦦,琴
䦦,珡
䦦,琹
䦦,䥅
䦦,䥆
䦽,序
䦽,㘧
䧐,崞
䧕,域
䧕,㽣
䧕,𡌳
䧕,𢨊
䧙,陵
䧙,琌
䧚,鄗
䧟,陥
䧟,陷
䧠,鄟
䧣,陻
䧾,鵨
䨃,鷃
䨆,鷩
䨇,双
䨇,雙
䨇,㕠
䨉,鸚
䨉,鹦
䨋,虐
䨋,䖋
䨌,雹
䨌,䨔
䨎,霐
䨓,雷
䨓,靁
䨓,壨
䨖,霽
䨖,霁
䨫,霢
䨫,霡
䨭,霄
䨭,㲵
䨷,霰
䩑,鞃
䩘,䩚
䩚,䩘
䩝,鞄
䩪,䪀
䩵,韗
䪀,䩪
䪄,煌
䪅,韣
䪕,鞠
䪘,韙
䪘,韪
䪠,齏
䪠,韲
䪠,虀
䪠,䪡
䪠,䪣
䪠,齑
䪠,䪢
䪣,齏
䪣,韲
䪣,虀
䪣,䪡
䪣,䪠
䪣,齑
䪣,䪢
䫫,髏
䫫,髅
䫱,顬
䫱,颥
䬗,颺
䬗,飏
䬚,颿
䬜,魑
䬥,饐
䬥,䓹
䬩,斎
䬩,齋
䬩,斋
䬩,㪰
䬩,夈
䬭,饕
䬺,䭥
䬺,䭐
䭓,䅱
䭗,䭘
䭘,䭗
䭚,噇
䭛,饏
䭥,䬺
䭥,䭐
䭽,群
䭽,羣
䮇,驈
䮍,褭
䮛,駙
䮛,驸
䮻,禂
䮼,驎
䮿,騫
䮿,骞
䯀,䯅
䯎,骭
䯐,骸
䯝,髄
䯝,髓
䯝,膸
䯬,嚲
䯬,亸
䰅,䰑
䰋,鬘
䰍,髹
䰍,髤
䰑,䰅
䰣,蛧
䰣,蝄
䰨,魅
䰨,鬽
䱆,鱦
䱧,鱔
䱧,鳝
䱨,鯯
䱨,䱥
䱫,鯻
䱷,䲣
䲄,鰵
䲄,鳘
䲍,鰧
䲵,雀
䳀,鴩
䳁,䳊
䳃,鸳
䳊,䳁
䳭,𪃹
䳶,鸂
䳶,㶉
䳼,鴎
䳼,鸥
䳼,鷗
䳽,鶴
䳽,鸖
䳽,鶴
䳽,鹤
䴎,鸓
䴒,鴒
䴒,鸰
䴬,䄩
䴿,䵆
䵅,熬
䵆,䴿
䵓,犂
䵓,犁
䵖,䵛
䵛,䵖
䵯,畽
䵸,鼀
䶔,𪗩
䶚,齲
䶚,龋
䶛,𪗿
䶛,𪙂
䶝,𪘘
䶠,䶢
䶢,䶠
䶧,齩
䶯,𡤞
龟,亀
龟,龜
龙,龍
龙,竜
龙,龒
龙,㡣
齿,歯
齿,齒
鸟,鳥
鱼,魚
马,馬
飞,飛
风,風
风,飌
风,凬
风,凮
风,凨
页,頁
韦,韋
门,門
门,閅
长,長
长,镸
长,兏
长,仧
车,車
贝,貝
见,見
饣,飠
訁,讠
讠,訁
糹,纟
纟,糹
阄,䦰
阄,鬮
阄,䰗
咙,嚨
泷,瀧
泷,滝
庞,龐
庞,龎
庞,厐
笼,籠
笼,篭
袭,襲
袭,㦻
龚,龔
垄,壟
垄,壠
垄,垅
珑,瓏
聋,聾
聋,䏊
詟,讋
龛,龕
䶮,龑
昽,曨
眬,矓
胧,朧
陇,隴
陇,𨻫
厐,龎
厐,龐
厐,庞
宠,寵
栊,櫳
栊,槞
栊,㰍
砻,礱
砻,礲
茏,蘢
㐷,傌
㐽,偑
㑔,㑯
㚯,㜄
㛣,㜏
㛣,妘
㭏,椲
㭤,樢
㱮,殨
㶉,鸂
㶉,䳶
䂵,碽
䙌,䙡
䞐,賰
䣒,隤
䦷,䦟
䩄,靦
䩄,腼
䲟,鮣
䲠,鰆
䲡,鰌
䴓,鳾
䴔,鵁
䴕,鴷
䴖,鶄
䴗,鶪
䴗,鵙
䴘,鷈
䴙,鷿
䴙,鸊
们,們
伟,偉
伡,俥
伣,俔
伣,悓
伥,倀
侦,偵
侧,側
侪,㑪
侪,儕
债,債
倾,傾
傤,儎
军,軍
冯,馮
剂,剤
剂,劑
勋,勛
勋,勲
勋,勳
匦,匭
匮,匱
厍,厙
厕,厠
厕,廁
吗,嗎
呗,唄
呗,㗑
员,員
员,貟
员,贠
唝,嗊
啧,嘖
啮,噛
啮,嚙
嘤,嚶
噜,嚕
嚣,囂
嚣,嚻
围,圍
围,囲
坝,垻
埙,塤
埙,壎
埙,坃
埙,壦
堑,塹
堑,壍
堑,㟻
妈,媽
娴,嫻
娴,嫺
娴,㛠
婴,嬰
婴,孆
媭,嬃
宽,寛
宽,寬
屃,屓
屃,屭
岘,峴
岚,嵐
岚,㞩
崭,嶄
崭,嶃
帏,幃
帐,帳
帧,幀
帧,㡠
帻,幘
库,庫
庼,廎
张,張
怅,悵
恻,惻
恽,惲
悯,憫
惭,慚
惭,慙
惯,慣
愦,憒
戆,戇
戆,戅
扪,捫
拢,攏
挥,揮
损,損
掼,摜
搁,擱
搅,撹
搅,攪
撵,攆
撷,擷
撷,㩪
撸,擼
攒,攢
攒,攅
斓,斕
斩,斬
晕,暈
晖,暉
暂,暫
杩,榪
枧,梘
枨,棖
枫,楓
桢,楨
椝,槼
椝,規
椝,规
椝,䂓
椠,槧
槚,檟
樱,櫻
樱,桜
橹,櫓
橹,樐
橹,㯭
殒,殞
氇,氌
氇,𣱀
㘚,㘎
㘎,㘚
䝼,䞍
䞍,䝼
䦛,䦶
䦶,䦛
䲣,䱷
釒,钅
钅,釒
丽,麗
丽,䴡
丽,婯
亷,廉
亷,廉
亷,㢘
倐,倏
叐,犮
咅,㕻
咅,哣
咅,㖣
咞,哯
喏,㘃
喻,喩
嗂,陶
嘰,叽
噄,喫
噇,䭚
噠,哒
噱,㖸
囶,国
囶,圀
囶,國
囶,囻
囶,囯
囶,䆐
圗,図
圗,圖
圗,图
墍,塈
壠,垅
壠,壟
壠,垄
壡,叡
壡,睿
壡,㲊
姬,姫
姬,姬
姬,㚦
婧,婙
媺,嬍
宐,宜
宐,冝
宐,㝖
崪,崒
巃,巄
幙,幕
庬,厖
庻,庶
庾,𢈔
彐,彑
录,彔
暳,㬩
槤,梿
氎,㲲
汶,渂
泻,瀉
泻,㵼
湼,涅
湼,𣵀
滛,淫
漨,浲
澘,潸
澠,渑
澾,㳠
濄,㳡
瀇,㲿
瀐,瀸
瀓,澄
瀓,澂
瀡,㵦
瀢,濻
焏,亟
焏,䓧
煺,㷟
熖,焔
熖,焰
熖,燄
熖,㷔
燓,焚
燓,㷊
爗,㒯
爗,㷸
爗,燁
爗,烨
爤,爛
爤,烂
犮,叐
畡,垓
皍,即
皍,卽
眫,眯
祮,祰
祮,禞
禂,䮻
类,類
类,類
粦,㷠
藂,叢
藂,樷
藂,丛
褳,裢
譡,讜
譡,谠
贜,贓
贜,賍
贜,赃
贜,賘
頋,顧
頋,顾
餶,馉
餿,馊
﨑,崎
﨑,嵜
﨑,㟢
㐪,亥
㑂,仿
㑤,媌
㓗,潔
㔰,恒
㔰,恆
㕓,廛
㕓,壥
㕓,鄽
㕓,㙻
㕓,䣑
㕓,㢆
㕛,友
㕜,史
㕯,吶
㕯,呐
㗖,啖
㗖,啗
㘴,坐
㘴,㘸
㙄,陛
㚈,升
㚢,侮
㚢,侮
㚢,㑄
㝸,覍
㟟,巷
㟟,衖
㟟,䢽
㟟,䣈
㠶,帆
㠶,䑺
㡛,㡃
㡛,㡆
㢢,弊
㢴,西
㢴,卥
㢴,卤
㤺,慌
㨗,捷
㨗,掶
㨿,拠
㨿,據
㨿,㩀
㫴,哮
㮮,桔
㱏,正
㲊,叡
㲊,睿
㲊,壡
㳟,恭
㳟,𢙄
㳟,𢚈
㳤,淑
㴞,滔
㷔,焔
㷔,焰
㷔,燄
㷔,熖
㷟,煺
㸂,燧
㸂,煫
㺃,狗
㺚,獺
㺚,獭
㿂,癥
䁈,䁉
䂖,石
䄏,祅
䄒,稔
䄠,禅
䄠,禪
䏊,聾
䏊,聋
䒩,萂
䒱,蒸
䓵,蓲
䕾,荶
䖟,虻
䖟,蝱
䘍,蠆
䘍,虿
䙝,褻
䙝,亵
䚰,䚹
䝨,賢
䝨,贒
䝨,贤
䢋,䢎
䢐,徂
䢫,随
䢫,隨
䥬,鑮
䫝,馥
䬪,餺
䬪,馎
䭐,䬺
䭐,䭥
䳱,鶩
䳱,鹜
䳱,𨾣
彚,彙
彚,汇
煒,炜
燁,㒯
燁,㷸
燁,爗
燁,烨
虁,夔
虁,蘷
逺,遠
逺,远
㔺,世
㔺,丗
㔺,卋
㷱,熊
沨,渢
浈,湞
测,測
济,済
济,濟
济,㴉
浑,渾
涟,漣
涠,潿
涢,溳
涧,澗
涧,㵎
涨,漲
渍,漬
渐,漸
渑,澠
渔,漁
溃,潰
滪,澦
澛,滷
澛,瀂
澜,瀾
濒,瀕
灏,灝
炜,煒
烦,煩
焖,燜
犸,獁
狈,狽
玛,瑪
玮,瑋
现,現
珲,琿
琏,璉
璎,瓔
璎,珱
瓒,瓚
瓒,瓉
疯,瘋
瘿,癭
癣,癬
皲,皹
皲,皸
瞆,瞶
码,碼
砗,硨
砚,硯
砜,碸
硕,碩
碛,磧
祃,禡
祎,禕
祯,禎
祯,禎
稣,穌
穞,穭
窎,窵
窥,窺
笃,篤
笃,䔍
笕,筧
筼,篔
筼,䉙
简,簡
箦,簀
篑,簣
罂,罌
罂,甖
罂,甇
羁,羈
羁,覊
翚,翬
聩,聵
胀,脹
腻,膩
腻,𧸐
腻,𦡸
腾,騰
臜,臢
舆,輿
舆,轝
舰,䚀
舰,䚁
苇,葦
苋,莧
苌,萇
茑,蔦
荝,萴
荠,萕
荠,薺
荤,葷
莲,蓮
莲,蓮
蒇,蕆
蒉,蕢
蒉,䕚
蓟,薊
蓣,蕷
蓦,驀
蔺,藺
藓,蘚
蚂,螞
蚬,蜆
袆,褘
裈,褌
裈,裩
裢,褳
裤,褲
裥,襇
襕,襴
襕,襽
观,観
观,觀
观,覌
觃,覎
规,規
规,䂓
规,槼
规,椝
觅,覓
觅,覔
视,視
视,視
视,眎
觇,覘
觉,覚
觉,覺
觉,覐
觉,斍
觋,覡
觍,覥
觎,覦
觏,覯
觐,覲
觑,覰
觑,覻
觑,覷
觑,䁦
訚,誾
贞,貞
负,負
贠,貟
贠,員
贠,员
贡,貢
财,財
财,戝
财,㒲
责,責
贤,賢
贤,贒
贤,䝨
败,敗
败,贁
货,貨
质,貭
质,質
质,儨
专,専
专,專
丛,叢
丛,樷
丛,藂
东,東
丝,絲
丝,糸
严,厳
严,嚴
丧,喪
丧,䘮
临,臨
举,挙
举,擧
举,舉
举,㪯
乌,烏
乐,楽
乐,樂
乐,㦡
习,習
乡,郷
乡,鄕
乡,鄉
乡,鄊
书,書
买,買
亚,亞
亚,亜
产,産
产,產
亩,畝
亩,畆
亩,畒
亩,畞
亩,㽗
亩,畮
亩,𤰖
亵,褻
亵,䙝
亸,嚲
亸,䯬
亿,億
仑,侖
仓,倉
仓,仺
仦,仯
仪,儀
伞,傘
伞,仐
传,傳
传,伝
伤,傷
伦,倫
伧,傖
伪,偽
伪,僞
伫,佇
佥,僉
侣,侶
侥,僥
侥,徺
侨,僑
侬,儂
俨,儼
俨,𠑊
俩,倆
俩,𠈓
俪,儷
俪,㒧
俭,儉
俭,倹
值,値
偿,償
储,儲
傩,儺
贩,販
贪,貪
贫,貧
贬,貶
贮,貯
贯,貫
贯,䝺
贰,貳
贰,弐
贰,貮
贰,㒃
贳,貰
贴,貼
贵,貴
贵,䝿
贶,貺
贷,貸
贸,貿
费,費
贺,賀
贻,貽
贼,賊
贼,戝
贾,賈
贿,賄
赀,貲
赁,賃
赂,賂
赃,賍
赃,贓
赃,贜
赃,賘
资,資
赅,賅
赇,賕
赈,賑
赊,賒
赊,賖
赋,賦
赋,䝾
赌,賭
赍,賫
赍,賷
赏,賞
赐,賜
赑,贔
赒,賙
赓,賡
赔,賠
赕,賧
赖,賴
赖,頼
赗,賵
赘,贅
赙,賻
赚,賺
赛,賽
赜,賾
赝,贋
赝,贗
赞,贊
赞,賛
赟,贇
赠,贈
赠,贈
赡,贍
赢,贏
赣,贛
赣,贑
赪,頳
赪,赬
赪,䞓
赪,緽
趱,趲
躏,躪
躏,躙
躜,躦
轧,軋
轨,軌
轨,䡄
轩,軒
轪,軑
轪,軚
轫,軔
轭,軛
轭,軶
软,軟
软,輭
轱,軲
轲,軻
轴,軸
轵,軹
轶,軼
轷,軤
轸,軫
兰,蘭
兰,蘭
兽,獣
兽,獸
兿,芸
兿,藝
兿,艺
冁,囅
农,農
农,辳
农,䢉
农,欁
冻,凍
净,凈
凣,凡
凣,凢
凨,風
凨,飌
凨,凬
凨,凮
凨,风
凫,鳧
凫,鳬
凯,凱
击,擊
击,撃
凿,鑿
凿,䥣
剀,剴
剑,剣
剑,劍
剑,劎
剑,劔
剑,劒
剑,剱
剑,釼
剑,釰
剑,𠝏
剧,劇
劏,㓥
㓥,劏
务,務
劢,勱
动,動
协,協
单,単
单,單
卖,売
卖,賣
卢,盧
卫,衛
卫,衞
厅,庁
厅,厛
厅,廳
厅,㕔
厅,廰
历,歴
历,歷
历,厯
压,圧
压,壓
厌,厭
厛,庁
厛,厅
厛,廳
厛,㕔
厛,廰
厢,廂
厣,厴
县,県
县,縣
叆,靉
叇,靆
变,変
变,變
变,㣐
叜,叟
叽,嘰
呒,嘸
呓,囈
呖,嚦
呙,咼
呛,嗆
呜,嗚
咛,嚀
咝,噝
噝,咝
哌,呱
哑,啞
哑,唖
哒,噠
哓,嘵
哔,嗶
哕,噦
哗,嘩
哜,嚌
哝,噥
哟,喲
唛,嘜
唠,嘮
唡,啢
唢,嗩
唣,唕
唤,喚
轺,軺
轼,軾
载,載
轾,輊
轾,䡹
辀,輈
辁,輇
辂,輅
较,較
较,䡈
辄,輒
辄,輙
辅,輔
辇,輦
辈,輩
辈,軰
辉,輝
辊,輥
辋,輞
辌,輬
辍,輟
辎,輜
辎,輺
辏,輳
辐,輻
辑,輯
辒,輼
输,輸
辕,轅
辖,轄
辗,輾
辘,轆
辙,轍
辚,轔
违,違
连,連
遗,遺
郓,鄆
郧,鄖
郧,䢵
酂,酇
酂,鄼
錾,鏨
闩,閂
闪,閃
闫,閆
闫,阎
闫,閻
闬,閈
闭,閉
闭,閇
问,問
闰,閏
闰,閠
闰,䦞
闲,閑
闳,閎
间,間
间,閒
闵,閔
闶,閌
闷,悶
闷,㥃
闸,閘
闹,閙
闹,鬧
闺,閨
闻,聞
闻,𥹢
闽,閩
阀,閥
阁,閣
阂,閡
阃,閫
阅,閲
阅,閱
阆,閬
阇,闍
阈,閾
阉,閹
阉,剦
阊,閶
阋,䦧
阋,鬩
阌,閿
阌,閺
阍,閽
阎,閻
阎,閆
阎,闫
阏,閼
阑,闌
阒,闃
阒,閴
阔,闊
阔,濶
阔,𤄃
阔,䦢
阕,闋
阖,闔
阗,闐
阘,闒
阙,闕
阚,闞
阛,闤
阵,陣
陨,隕
靓,靚
韧,韌
啬,嗇
啭,囀
啯,嘓
啰,囉
啴,嘽
啸,嘯
啸,嘨
啸,歗
喷,噴
喷,喯
喽,嘍
喾,嚳
喾,俈
嗫,囁
韨,韍
韩,韓
韪,韙
韪,䪘
韫,韞
韫,鞰
韬,韜
韬,鞱
顶,頂
顷,頃
顸,頇
项,項
顺,順
顺,㥧
须,須
顼,頊
顽,頑
顾,顧
顾,頋
顿,頓
颀,頎
颁,頒
颂,頌
嗳,噯
嚒,麼
嚒,麽
嚒,庅
嚒,尛
囵,圇
图,図
图,圖
图,圗
圹,壙
场,場
场,塲
场,㘯
坜,壢
坞,塢
坟,墳
坟,隫
坠,墜
垆,壚
垆,𡉴
垇,坳
垇,㘭
垫,墊
垭,埡
垯,墶
墶,垯
垱,壋
壋,垱
垲,塏
垴,堖
堖,垴
垵,埯
埘,塒
埚,堝
埛,坰
埛,垧
堓,岸
堓,㟁
塆,壪
壪,塆
塈,墍
墙,牆
墙,墻
壶,壺
壶,壷
壶,壸
壸,壺
壸,壷
壸,壶
夑,燮
夑,爕
夑,㸉
头,頭
夺,奪
奁,奩
奁,匳
奁,籢
奁,匲
奂,奐
奖,奬
奖,奨
奖,獎
奖,㢡
妩,嫵
妪,嫗
妫,嬀
妫,媯
媯,妫
媯,嬀
姗,姍
姗,㛽
娅,婭
颃,頏
预,預
领,領
颇,頗
颈,頸
颈,頚
颉,頡
颊,頬
颊,頰
颋,頲
颌,頜
颍,潁
颎,熲
娆,嬈
娇,嬌
娈,孌
娈,㜻
娲,媧
婳,嫿
婵,嬋
婶,嬸
媫,婕
媮,婾
嫒,嬡
嫓,媲
嫔,嬪
嫔,娦
嫱,嬙
嬷,嬤
孓,孒
颏,頦
颐,頤
颐,頥
颐,顊
频,頻
频,頻
颒,頮
颓,頹
颓,頽
颓,頺
颔,頷
颕,頴
颕,穎
颕,颖
颖,穎
颖,頴
颖,颕
颗,顆
题,題
颙,顒
颚,顎
颛,顓
颜,顔
颜,顏
额,額
额,頟
颠,顛
颠,顚
颠,傎
颠,㒹
孙,孫
孪,孿
孪,㝈
审,審
审,宷
宾,賓
宾,賓
宾,賔
寻,尋
导,導
尝,嘗
尝,甞
尧,尭
尧,堯
尴,凲
尴,尲
尴,尶
尴,尷
尴,魐
层,層
层,層
屦,屨
屿,嶼
屿,㠘
岁,歳
岁,歲
岁,嵗
岁,亗
岂,豈
岖,嶇
岖,岴
岗,崗
岙,嶴
岛,島
岛,嶋
岛,嶌
岛,嶹
岛,㠀
岽,崠
岽,崬
岿,巋
峃,嶨
峄,嶧
峄,峄
峢,峛
峣,嶢
峣,嶤
峣,𡸳
峤,嶠
峤,㠐
峥,崢
崂,嶗
崃,崍
崄,嶮
崄,𡸴
崬,岽
崬,崠
崯,崟
崯,㖗
嵘,嶸
嵘,峵
嵚,嶔
嵝,嶁
嵝,㟺
巔,巓
巔,嵮
巔,巅
颡,顙
颡,䫙
颢,顥
颣,纇
颤,顫
颥,顬
颥,䫱
颦,顰
颧,顴
飏,颺
飏,䬗
飐,颭
飑,颮
飒,颯
飒,䬃
飓,颶
飓,𩗗
飔,颸
飕,颼
飕,䬒
飖,颻
飖,䬙
飗,飀
飗,飅
飘,飄
飘,飃
飙,飆
飙,飇
飙,飈
飙,飚
飙,飊
飚,飈
飚,飆
飚,飙
飚,飇
飚,飊
驭,馭
驮,馱
驮,駄
驮,䭾
驯,馴
驰,馳
驱,駆
驱,驅
驱,駈
驲,馹
驳,駁
驴,馿
驴,驢
驶,駛
驷,駟
驸,駙
驸,䮛
驹,駒
驻,駐
驼,駝
驼,駞
驽,駑
驾,駕
骀,駘
骂,駡
骂,罵
骃,駰
骆,駱
骇,駭
骈,駢
骈,騈
骉,驫
骋,騁
骋,𩧢
骍,騂
骎,駸
骏,駿
骐,騏
骑,騎
骒,騍
骓,騅
骔,騌
骔,騣
骗,騙
骘,騭
骘,隲
骙,騤
骚,騷
骚,騒
骛,騖
骜,驁
骝,騮
骝,駵
骝,驑
骝,駠
骝,𩥖
骞,騫
骞,䮿
