漢字,辞典,検字番号
扎,大漢和辞典,11771
扎,日本語漢字辞典,3901
扎,新大字典,5379
扎,大字源,3215
扎,大漢語林,3818
扞,大漢和辞典,11802
扞,日本語漢字辞典,3911
扞,新大字典,5393
扞,大字源,3221
扞,大漢語林,3828
扛,大漢和辞典,11798
扛,日本語漢字辞典,3912
扛,新大字典,5391
扛,大字源,3223
扛,大漢語林,3829
扣,大漢和辞典,11807
扣,日本語漢字辞典,3913
扣,新大字典,5398
扣,大字源,3222
扣,大漢語林,3830
扠,大漢和辞典,11804
扠,日本語漢字辞典,3915
扠,新大字典,5395
扠,大字源,3226
扠,大漢語林,3833
扨,大漢和辞典,11816
扨,大漢和辞典,11824
扨,日本語漢字辞典,3916
扨,新大字典,5401
扨,大字源,3230
扨,大漢語林,3840
扼,大漢和辞典,11848
扼,日本語漢字辞典,3951
扼,新大字典,5420
扼,大字源,3261
扼,大漢語林,3877
抉,大漢和辞典,11873
抉,日本語漢字辞典,3925
抉,新大字典,5435
抉,大字源,3235
抉,大漢語林,3847
找,大漢和辞典,11851
找,日本語漢字辞典,3935
找,新大字典,5422
找,大字源,-
找,大漢語林,3843
抒,大漢和辞典,11884
抒,日本語漢字辞典,3931
抒,新大字典,5442
抒,大字源,3241
抒,大漢語林,3853
抓,大漢和辞典,11885
抓,日本語漢字辞典,3936
抓,新大字典,5443
抓,大字源,3246
抓,大漢語林,3857
抖,大漢和辞典,11888
抖,日本語漢字辞典,3939
抖,新大字典,5446
抖,大字源,3250
抖,大漢語林,3861
抃,大漢和辞典,11860
抃,日本語漢字辞典,3949
抃,新大字典,5428
抃,大字源,3258
抃,大漢語林,3873
抔,大漢和辞典,11886
抔,日本語漢字辞典,3950
抔,新大字典,5444
抔,大字源,3259
抔,大漢語林,3874
拗,大漢和辞典,11962
拗,日本語漢字辞典,4000
拗,新大字典,5499
拗,大字源,3309
拗,大漢語林,3881
拑,大漢和辞典,11956
拑,日本語漢字辞典,3961
拑,新大字典,5491
拑,大字源,3269
拑,大漢語林,3885
抻,大漢和辞典,11928
抻,日本語漢字辞典,3970
抻,新大字典,5468
抻,大字源,-
抻,大漢語林,3895
拆,大漢和辞典,11943
拆,日本語漢字辞典,3974
拆,新大字典,5479
拆,大字源,3283
拆,大漢語林,3901
拈,大漢和辞典,11945
拈,日本語漢字辞典,3982
拈,新大字典,5481
拈,大字源,3289
拈,大漢語林,3908
拌,大漢和辞典,11951
拌,日本語漢字辞典,3987
拌,新大字典,5486
拌,大字源,3295
拌,大漢語林,3912
拊,大漢和辞典,11947
拊,日本語漢字辞典,3990
拊,新大字典,5483
拊,大字源,3297
拊,大漢語林,3917
拇,大漢和辞典,11944
拇,日本語漢字辞典,3993
拇,新大字典,5480
拇,大字源,3302
拇,大漢語林,3921
抛,大漢和辞典,11901
抛,日本語漢字辞典,3998
抛,新大字典,5450
抛,大字源,3260
抛,大漢語林,3875
拿,大漢和辞典,12015
拿,日本語漢字辞典,4036
拿,新大字典,5534
拿,大字源,3338
拿,大漢語林,3797
拏,大漢和辞典,11954
拏,日本語漢字辞典,4037
拏,新大字典,5488
拏,大字源,3280
拏,大漢語林,3789
挌,大漢和辞典,12047
挌,日本語漢字辞典,4004
挌,新大字典,5545
挌,大字源,3315
挌,大漢語林,3936
拮,大漢和辞典,11990
拮,日本語漢字辞典,4006
拮,新大字典,5517
拮,大字源,3317
拮,大漢語林,3939
拱,大漢和辞典,11994
拱,日本語漢字辞典,4012
拱,新大字典,5519
拱,大字源,3320
拱,大漢語林,3942
挂,大漢和辞典,12020
挂,日本語漢字辞典,4017
挂,新大字典,5537
挂,大字源,3321
挂,大漢語林,3943
挈,大漢和辞典,12035
挈,日本語漢字辞典,4018
挈,日本語漢字辞典,4019
挈,新大字典,5541
挈,大字源,3322
挈,大漢語林,3793
拯,大漢和辞典,11991
拯,日本語漢字辞典,4031
拯,新大字典,5518
拯,大字源,3333
拯,大漢語林,3951
拵,大漢和辞典,12001
拵,日本語漢字辞典,4035
拵,新大字典,5525
拵,大字源,3336
拵,大漢語林,3955
捐,大漢和辞典,12007
捐,大漢和辞典,12150
捐,日本語漢字辞典,4049
捐,新大字典,5528
捐,新大字典,5590
捐,大字源,3314
捐,大字源,3348
捐,大漢語林,3935
捐,大漢語林,3964
捍,大漢和辞典,12143
捍,日本語漢字辞典,4051
捍,新大字典,5586
捍,大字源,3351
捍,大漢語林,3967
捏,大漢和辞典,12149
捏,日本語漢字辞典,4082
捏,新大字典,5589
捏,大字源,3372
捏,大漢語林,3992
掖,大漢和辞典,12262
掖,日本語漢字辞典,4095
掖,新大字典,5642
掖,大字源,3381
掖,大漢語林,4002
掎,大漢和辞典,12250
掎,日本語漢字辞典,4101
掎,新大字典,5637
掎,大字源,3385
掎,大漢語林,4008
掀,大漢和辞典,12230
掀,日本語漢字辞典,4107
掀,新大字典,5623
掀,大字源,3388
掀,大漢語林,4012
掫,大漢和辞典,12287
掫,日本語漢字辞典,4132
掫,新大字典,5665
掫,大字源,3413
掫,大漢語林,4032
捶,大漢和辞典,12215
捶,日本語漢字辞典,4125
捶,新大字典,5616
捶,大字源,3407
捶,大漢語林,4027
掣,大漢和辞典,12277
掣,日本語漢字辞典,4127
掣,新大字典,5657
掣,大字源,3408
掣,大漢語林,3799
掏,大漢和辞典,12251
掏,日本語漢字辞典,4143
掏,新大字典,5638
掏,大字源,3420
掏,大漢語林,4048
掉,大漢和辞典,12243
掉,日本語漢字辞典,4142
掉,新大字典,5633
掉,大字源,3419
掉,大漢語林,4047
掟,大漢和辞典,12272
掟,日本語漢字辞典,4140
掟,新大字典,5651
掟,大字源,3417
掟,大漢語林,4041
捫,大漢和辞典,12197
捫,日本語漢字辞典,4155
捫,新大字典,5607
捫,大字源,3431
捫,大漢語林,4060
捩,大漢和辞典,12192
捩,日本語漢字辞典,4158
捩,日本語漢字辞典,4159
捩,新大字典,5597
捩,新大字典,5606
捩,大字源,3433
捩,大漢語林,4064
掾,大漢和辞典,12313
掾,日本語漢字辞典,4165
掾,新大字典,5682
掾,大字源,3441
掾,大漢語林,4074
揩,大漢和辞典,12383
揩,日本語漢字辞典,4169
揩,新大字典,5718
揩,大字源,3443
揩,大漢語林,4075
揀,大漢和辞典,12315
揀,日本語漢字辞典,4170
揀,新大字典,5683
揀,大字源,3445
揀,大漢語林,4076
揆,大漢和辞典,12326
揆,日本語漢字辞典,4172
揆,新大字典,5688
揆,大字源,3448
揆,大漢語林,4079
揣,大漢和辞典,12371
揣,日本語漢字辞典,4177
揣,新大字典,5713
揣,大字源,3453
揣,大漢語林,4084
揉,大漢和辞典,12332
揉,日本語漢字辞典,4179
揉,新大字典,5690
揉,大字源,3454
揉,大漢語林,4087
揶,大漢和辞典,12437
揶,日本語漢字辞典,4197
揶,新大字典,5734
揶,大字源,3469
揶,大漢語林,4105
揄,大漢和辞典,12320
揄,日本語漢字辞典,4198
揄,新大字典,5686
揄,新大字典,5687
揄,大字源,3470
揄,大漢語林,4106
搴,大漢和辞典,12519
搴,日本語漢字辞典,4208
搴,新大字典,5787
搴,大字源,3477
搴,大漢語林,3803
搆,大漢和辞典,12447
搆,日本語漢字辞典,4209
搆,日本語漢字辞典,4210
搆,新大字典,5744
搆,大字源,3478
搆,大漢語林,4118
搦,大漢和辞典,12500
搦,日本語漢字辞典,4216
搦,新大字典,5775
搦,大字源,3483
搦,大漢語林,4124
搶,大漢和辞典,12525
搶,日本語漢字辞典,4226
搶,新大字典,5790
搶,大字源,3489
搶,大漢語林,4129
搓,大漢和辞典,12476
搓,日本語漢字辞典,4213
搓,新大字典,5758
搓,大字源,3480
搓,大漢語林,4120
搗,大漢和辞典,12480
搗,日本語漢字辞典,4235
搗,新大字典,5762
搗,大字源,3494
搗,大漢語林,4137
搏,大漢和辞典,12466
搏,日本語漢字辞典,4239
搏,新大字典,5753
搏,大字源,3498
搏,大漢語林,4139
摶,大漢和辞典,12642
摶,日本語漢字辞典,4265
摶,新大字典,5846
摶,大字源,3524
摶,大漢語林,4159
搨,大漢和辞典,12503
搨,日本語漢字辞典,4236
搨,新大字典,5778
搨,大字源,3493
搨,大漢語林,4136
摧,大漢和辞典,12609
摧,日本語漢字辞典,4256
摧,新大字典,5832
摧,大字源,3515
摧,大漢語林,4149
摎,大漢和辞典,12564
摎,日本語漢字辞典,4252
摎,新大字典,5805
摎,大字源,3509
摎,大漢語林,4146
撓,大漢和辞典,12698
撓,日本語漢字辞典,4300
撓,新大字典,5878
撓,大字源,3562
撓,大漢語林,4198
撥,大漢和辞典,12727
撥,日本語漢字辞典,4305
撥,新大字典,5894
撥,大字源,3565
撥,大漢語林,4201
撕,大漢和辞典,12705
撕,日本語漢字辞典,4290
撕,新大字典,5880
撕,大字源,3551
撕,大漢語林,4186
撩,大漢和辞典,12741
撩,日本語漢字辞典,4311
撩,新大字典,5899
撩,大字源,3570
撩,大漢語林,4205
撈,大漢和辞典,12679
撈,日本語漢字辞典,4312
撈,新大字典,5865
撈,大字源,3572
撈,大漢語林,4208
擒,大漢和辞典,12816
擒,日本語漢字辞典,4317
擒,新大字典,5936
擒,大字源,3578
擒,大漢語林,4212
撼,大漢和辞典,12775
撼,日本語漢字辞典,4314
撼,新大字典,5915
撼,大字源,3573
撼,大漢語林,4210
擅,大漢和辞典,12790
擅,日本語漢字辞典,4322
擅,新大字典,5924
擅,大字源,3587
擅,大漢語林,4219
撻,大漢和辞典,12774
撻,日本語漢字辞典,4325
撻,新大字典,5914
撻,大字源,3591
撻,大漢語林,4223
擘,大漢和辞典,12835
擘,日本語漢字辞典,4327
擘,新大字典,5945
擘,大字源,3593
擘,大漢語林,3812
擂,大漢和辞典,12783
擂,日本語漢字辞典,4330
擂,新大字典,5923
擂,大字源,3598
擂,大漢語林,4227
擱,大漢和辞典,12892
擱,日本語漢字辞典,4334
擱,新大字典,5971
擱,大字源,3599
擱,大漢語林,4229
擠,大漢和辞典,12848
擠,日本語漢字辞典,4340
擠,新大字典,5949
擠,大字源,3604
擠,大漢語林,4234
擡,大漢和辞典,12851
擡,日本語漢字辞典,4341
擡,新大字典,5952
擡,大字源,3605
擡,大漢語林,4235
抬,大漢和辞典,11910
抬,日本語漢字辞典,4342
抬,新大字典,5457
抬,大字源,3281
抬,大漢語林,3899
擣,大漢和辞典,12853
擣,日本語漢字辞典,4345
擣,新大字典,5954
擣,大字源,3607
擣,大漢語林,4237
擯,大漢和辞典,12880
擯,日本語漢字辞典,4348
擯,新大字典,5966
擯,大字源,3609
擯,大漢語林,4239
擲,大漢和辞典,12893
擲,日本語漢字辞典,4356
擲,新大字典,5973
擲,大字源,3621
擲,大漢語林,4249
擺,大漢和辞典,12910
擺,日本語漢字辞典,4359
擺,新大字典,5983
擺,大字源,3623
擺,大漢語林,4250
擽,大漢和辞典,12919
擽,日本語漢字辞典,4361
擽,新大字典,5988
擽,大字源,3626
擽,大漢語林,4254
攀,大漢和辞典,12926
攀,日本語漢字辞典,4360
攀,新大字典,5993
攀,大字源,3624
攀,大漢語林,3814
攘,大漢和辞典,12989
攘,日本語漢字辞典,4369
攘,新大字典,6027
攘,大字源,3638
攘,大漢語林,4263
攅,大漢和辞典,12933
攅,日本語漢字辞典,4373
攅,新大字典,5999
攅,大字源,3617
攅,大漢語林,4243
攤,大漢和辞典,13033
攤,日本語漢字辞典,4374
攤,新大字典,6050
攤,大字源,3647
攤,大漢語林,4269
攣,大漢和辞典,13032
攣,日本語漢字辞典,4376
攣,新大字典,6049
攣,大字源,3650
攣,大漢語林,3816
攫,大漢和辞典,13043
攫,日本語漢字辞典,4379
攫,新大字典,6056
攫,大字源,3651
攫,大漢語林,4272
攬,大漢和辞典,13046
攬,日本語漢字辞典,4382
攬,新大字典,6058
攬,大字源,3654
攬,大漢語林,4276
龠,大漢和辞典,48882
龠,日本語漢字辞典,15373
龠,新大字典,21083
龠,大字源,12297
龠,大漢語林,13933
龕,大漢和辞典,48839
龕,日本語漢字辞典,15361
龕,日本語漢字辞典,15362
龕,新大字典,21064
龕,大字源,12290
龕,大漢語林,13925
鼾,大漢和辞典,48505
鼾,日本語漢字辞典,15312
鼾,新大字典,20958
鼾,大字源,12239
鼾,大漢語林,13869
鼕,大漢和辞典,48341
鼕,日本語漢字辞典,15278
鼕,新大字典,20900
鼕,大字源,12211
鼕,大漢語林,13842
黔,大漢和辞典,48056
黔,日本語漢字辞典,15225
黔,新大字典,20808
黔,大字源,12154
黔,大漢語林,13795
黜,大漢和辞典,48076
黜,日本語漢字辞典,15233
黜,新大字典,20817
黜,大字源,12159
黜,大漢語林,13801
黝,大漢和辞典,48082
黝,日本語漢字辞典,15234
黝,新大字典,20819
黝,大字源,12162
黝,大漢語林,13802
黠,大漢和辞典,48097
黠,日本語漢字辞典,15236
黠,新大字典,20823
黠,大字源,12164
黠,大漢語林,13804
黥,大漢和辞典,48123
黥,日本語漢字辞典,15238
黥,新大字典,20828
黥,大字源,12169
黥,大漢語林,13807
黯,大漢和辞典,48159
黯,日本語漢字辞典,15241
黯,日本語漢字辞典,15242
黯,新大字典,20838
黯,大字源,12172
黯,大漢語林,13809
黴,大漢和辞典,48196
黴,日本語漢字辞典,15246
黴,新大字典,20843
黴,大字源,12182
黴,大漢語林,13816
黶,大漢和辞典,48229
黶,日本語漢字辞典,15247
黶,新大字典,20848
黶,大字源,12185
黶,大漢語林,13818
黷,大漢和辞典,48234
黷,日本語漢字辞典,15248
黷,新大字典,20850
黷,大字源,12186
黷,大漢語林,13819
黎,大漢和辞典,47994
黎,日本語漢字辞典,15220
黎,日本語漢字辞典,15221
黎,新大字典,20790
黎,大字源,12143
黎,大漢語林,13787
黐,大漢和辞典,48027
黐,日本語漢字辞典,15222
黐,新大字典,20799
黐,大字源,12148
黐,大漢語林,13791
斛,大漢和辞典,13508
斛,日本語漢字辞典,4455
斛,新大字典,6251
斛,大字源,3737
斛,大漢語林,4347
斟,大漢和辞典,13517
斟,日本語漢字辞典,4459
斟,新大字典,6255
斟,大字源,3740
斟,大漢語林,4350
齔,大漢和辞典,48587
齔,日本語漢字辞典,15323
齔,新大字典,20998
齔,大字源,12253
齔,大漢語林,13887
齣,大漢和辞典,48638
齣,日本語漢字辞典,15329
齣,新大字典,21015
齣,大字源,12260
齣,大漢語林,13894
齟,大漢和辞典,48627
齟,日本語漢字辞典,15330
齟,新大字典,21011
齟,大字源,12261
齟,大漢語林,13895
齠,大漢和辞典,48631
齠,日本語漢字辞典,15333
齠,新大字典,21012
齠,大字源,12262
齠,大漢語林,13897
齦,大漢和辞典,48649
齦,日本語漢字辞典,15337
齦,新大字典,21017
齦,大字源,12265
齦,大漢語林,13903
齧,大漢和辞典,48651
齧,日本語漢字辞典,15338
齧,新大字典,21018
齧,大字源,12266
齧,大漢語林,13901
囓,大漢和辞典,4659
囓,日本語漢字辞典,15340
囓,新大字典,2441
囓,大字源,1442
囓,大漢語林,1715
齬,大漢和辞典,48680
齬,日本語漢字辞典,15343
齬,新大字典,21026
齬,大字源,12268
齬,大漢語林,13904
齪,大漢和辞典,48669
齪,日本語漢字辞典,15345
齪,新大字典,21023
齪,大字源,12270
齪,大漢語林,13905
齷,大漢和辞典,48727
齷,日本語漢字辞典,15353
齷,新大字典,21037
齷,大字源,12278
齷,大漢語林,13911
齲,大漢和辞典,48716
齲,日本語漢字辞典,15354
齲,新大字典,21031
齲,大字源,12279
齲,大漢語林,13912
齶,大漢和辞典,48725
齶,日本語漢字辞典,15355
齶,新大字典,21035
齶,新大字典,21036
齶,大字源,12280
齶,大漢語林,13913
麾,大漢和辞典,47899
麾,日本語漢字辞典,15212
麾,新大字典,20764
麾,大字源,12133
麾,大漢語林,13776
鼬,大漢和辞典,48427
鼬,日本語漢字辞典,15296
鼬,日本語漢字辞典,15297
鼬,新大字典,20933
鼬,大字源,12225
鼬,大漢語林,13855
旃,大漢和辞典,13640
旃,日本語漢字辞典,4487
旃,新大字典,6309
旃,大字源,3768
旃,大漢語林,4378
旆,大漢和辞典,13646
旆,日本語漢字辞典,4488
旆,新大字典,6313
旆,大字源,3769
旆,大漢語林,4379
旁,大漢和辞典,13637
旁,日本語漢字辞典,4490
旁,日本語漢字辞典,4491
旁,新大字典,6306
旁,大字源,3770
旁,大漢語林,4380
旄,大漢和辞典,13642
旄,日本語漢字辞典,4493
旄,新大字典,6310
旄,大字源,3771
旄,大漢語林,4381
旌,大漢和辞典,13658
旌,日本語漢字辞典,4497
旌,新大字典,6321
旌,大字源,3774
旌,大漢語林,4385
旒,大漢和辞典,13676
旒,日本語漢字辞典,4502
旒,新大字典,6334
旒,大字源,3782
旒,大漢語林,4392
旛,大漢和辞典,13700
旛,日本語漢字辞典,4506
旛,新大字典,6345
旛,大字源,3785
旛,大漢語林,4397
畋,大漢和辞典,21774
畋,日本語漢字辞典,7361
畋,新大字典,10161
畋,大字源,3673
畋,大漢語林,7182
敖,大漢和辞典,13226
敖,日本語漢字辞典,4407
敖,新大字典,6101
敖,新大字典,6135
敖,大字源,3681
敖,大漢語林,4304
敞,大漢和辞典,13246
敞,日本語漢字辞典,4414
敞,新大字典,6146
敞,新大字典,6147
敞,大字源,3691
敞,大漢語林,4314
敝,大漢和辞典,13245
敝,日本語漢字辞典,4416
敝,日本語漢字辞典,4417
敝,新大字典,6145
敝,大字源,3693
敝,大漢語林,4318
敲,大漢和辞典,13337
敲,日本語漢字辞典,4421
敲,新大字典,6182
敲,大字源,3698
敲,大漢語林,4322
斂,大漢和辞典,13407
斂,日本語漢字辞典,4431
斂,新大字典,6209
斂,大字源,3719
斂,大漢語林,4330
斃,大漢和辞典,13417
斃,日本語漢字辞典,4432
斃,新大字典,6210
斃,大字源,3720
斃,大漢語林,4331
黌,大漢和辞典,47985
黌,日本語漢字辞典,15218
黌,新大字典,20785
黌,大字源,12141
黌,大漢語林,13785
黹,大漢和辞典,48248
黹,日本語漢字辞典,15249
黹,新大字典,20852
黹,新大字典,20853
黹,大字源,12187
黹,大漢語林,13821
黻,大漢和辞典,48250
黻,日本語漢字辞典,15250
黻,新大字典,20856
黻,大字源,12189
黻,大漢語林,13822
黼,大漢和辞典,48252
黼,日本語漢字辞典,15251
黼,新大字典,20858
黼,大字源,12190
黼,大漢語林,13823
鳰,大漢和辞典,46658
鳰,日本語漢字辞典,14920
鳰,新大字典,20311
鳰,大字源,11913
鳰,大漢語林,13537
鳧,大漢和辞典,46643
鳧,日本語漢字辞典,14921
鳧,新大字典,20304
鳧,大字源,11911
鳧,大漢語林,13535
鳬,大漢和辞典,46644
鳬,日本語漢字辞典,14922
鳬,新大字典,20301
鳬,大字源,11912
鳬,大漢語林,804
鴉,大漢和辞典,46738
鴉,日本語漢字辞典,14929
鴉,日本語漢字辞典,14930
鴉,新大字典,20347
鴉,大字源,11920
鴉,大漢語林,13543
鴃,大漢和辞典,46723
鴃,日本語漢字辞典,14934
鴃,新大字典,20340
鴃,大字源,11923
鴃,大漢語林,13546
鴆,大漢和辞典,46727
鴆,日本語漢字辞典,14937
鴆,新大字典,20341
鴆,大字源,11927
鴆,大漢語林,13550
鴟,大漢和辞典,46805
鴟,日本語漢字辞典,14952
鴟,新大字典,20375
鴟,大字源,11940
鴟,大漢語林,13564
鵄,大漢和辞典,46833
鵄,日本語漢字辞典,14966
鵄,新大字典,20418
鵄,大字源,11958
鵄,大漢語林,13580
鴒,大漢和辞典,46770
鴒,日本語漢字辞典,14958
鴒,新大字典,20355
鴒,大字源,11946
鴒,大漢語林,13570
鴕,大漢和辞典,46774
鴕,日本語漢字辞典,14954
鴕,新大字典,20358
鴕,大字源,11943
鴕,大漢語林,13566
鴣,大漢和辞典,46814
鴣,日本語漢字辞典,14950
鴣,新大字典,20381
鴣,大字源,11938
鴣,大漢語林,13563
鴪,大漢和辞典,46820
鴪,日本語漢字辞典,14942
鴪,新大字典,20384
鴪,大字源,11931
鴪,大漢語林,13555
鴿,大漢和辞典,46884
鴿,日本語漢字辞典,14963
鴿,新大字典,20410
鴿,大字源,11956
鴿,大漢語林,13578
鵁,大漢和辞典,46888
鵁,日本語漢字辞典,14964
鵁,新大字典,20413
鵁,大字源,11954
鵁,大漢語林,13576
鴾,大漢和辞典,46883
鴾,日本語漢字辞典,14978
鴾,新大字典,20409
鴾,大字源,11962
鴾,大漢語林,13588
鵆,大漢和辞典,46903
鵆,日本語漢字辞典,14971
鵆,新大字典,20421
鵆,大字源,11963
鵆,大漢語林,13592
鵝,大漢和辞典,46954
鵝,日本語漢字辞典,14983
鵝,新大字典,20442
鵝,大字源,11965
鵝,大漢語林,13595
鵞,大漢和辞典,46956
鵞,日本語漢字辞典,14984
鵞,新大字典,20444
鵞,大字源,11966
鵞,大漢語林,13596
鵑,大漢和辞典,46924
鵑,日本語漢字辞典,14990
鵑,新大字典,20431
鵑,大字源,11969
鵑,大漢語林,13599
鵤,大漢和辞典,46980
鵤,日本語漢字辞典,14981
鵤,新大字典,20452
鵤,大字源,11976
鵤,大漢語林,13609
鵲,大漢和辞典,47014
鵲,日本語漢字辞典,15020
鵲,新大字典,20464
鵲,大字源,11989
鵲,大漢語林,13622
鶉,大漢和辞典,47057
鶉,日本語漢字辞典,15021
鶉,新大字典,20485
鶉,大字源,11990
鶉,大漢語林,13623
鵺,大漢和辞典,47030
鵺,日本語漢字辞典,15037
鵺,新大字典,20471
鵺,大字源,12000
鵺,大漢語林,13634
鶇,大漢和辞典,47054
鶇,日本語漢字辞典,15028
鶇,新大字典,20484
鶇,大字源,11994
鶇,大漢語林,13627
鵯,大漢和辞典,47010
鵯,日本語漢字辞典,15029
鵯,新大字典,20461
鵯,大字源,11995
鵯,大漢語林,13629
鵙,大漢和辞典,46947
鵙,日本語漢字辞典,14988
鵙,新大字典,20437
鵙,大字源,11968
鵙,大漢語林,13598
鶚,大漢和辞典,47105
鶚,日本語漢字辞典,15039
鶚,新大字典,20499
鶚,大字源,12003
鶚,大漢語林,13641
鶤,大漢和辞典,47130
鶤,日本語漢字辞典,15043
鶤,新大字典,20508
鶤,大字源,12007
鶤,大漢語林,13640
鶫,大漢和辞典,47161
鶫,日本語漢字辞典,15053
鶫,新大字典,20512
鶫,大字源,12011
鶫,大漢語林,13651
鶩,大漢和辞典,47142
鶩,日本語漢字辞典,15057
鶩,新大字典,20510
鶩,大字源,12010
鶩,大漢語林,13649
鶲,大漢和辞典,47179
鶲,日本語漢字辞典,15063
鶲,新大字典,20520
鶲,大字源,-
鶲,大漢語林,13654
鷁,大漢和辞典,47206
鷁,日本語漢字辞典,15070
鷁,新大字典,20534
鷁,大字源,12016
鷁,大漢語林,13657
鶻,大漢和辞典,47198
鶻,日本語漢字辞典,15074
鶻,新大字典,20528
鶻,大字源,12020
鶻,大漢語林,13662
鶺,大漢和辞典,47197
鶺,日本語漢字辞典,15077
鶺,新大字典,20527
鶺,大字源,12026
鶺,大漢語林,13668
鷆,大漢和辞典,47213
鷆,日本語漢字辞典,15080
鷆,新大字典,20539
鷆,大字源,-
鷆,大漢語林,13671
鶸,大漢和辞典,47193
鶸,日本語漢字辞典,15075
鶸,新大字典,20525
鶸,大字源,12023
鶸,大漢語林,13665
鷂,大漢和辞典,47207
鷂,日本語漢字辞典,15082
鷂,新大字典,20535
鷂,大字源,12028
鷂,大漢語林,13673
鷙,大漢和辞典,47275
鷙,日本語漢字辞典,15091
鷙,新大字典,20561
鷙,大字源,12035
鷙,大漢語林,13680
鷓,大漢和辞典,47251
鷓,日本語漢字辞典,15092
鷓,新大字典,20550
鷓,大字源,12036
鷓,大漢語林,13681
鷸,大漢和辞典,47359
鷸,日本語漢字辞典,15098
鷸,新大字典,20590
鷸,大字源,12041
鷸,大漢語林,13686
鷦,大漢和辞典,47312
鷦,日本語漢字辞典,15108
鷦,新大字典,20572
鷦,大字源,12049
鷦,大漢語林,13694
鷯,大漢和辞典,47342
鷯,日本語漢字辞典,15112
鷯,新大字典,20583
鷯,大字源,12054
鷯,大漢語林,13697
鷭,大漢和辞典,47335
鷭,日本語漢字辞典,15110
鷭,新大字典,20580
鷭,大字源,12051
鷭,大漢語林,13695
鷽,大漢和辞典,47379
鷽,日本語漢字辞典,15114
鷽,新大字典,20600
鷽,大字源,12056
鷽,大漢語林,13701
鸛,大漢和辞典,47500
鸛,日本語漢字辞典,15133
鸛,日本語漢字辞典,15134
鸛,新大字典,20636
鸛,大字源,12079
鸛,大漢語林,13718
鸞,大漢和辞典,47508
鸞,日本語漢字辞典,15136
鸞,新大字典,20639
鸞,大字源,12082
鸞,大漢語林,13720
斫,大漢和辞典,13548
斫,日本語漢字辞典,4467
斫,新大字典,6273
斫,大字源,3749
斫,大漢語林,4359
毟,大漢和辞典,16790
毟,日本語漢字辞典,5772
毟,新大字典,8077
毟,大字源,4759
毟,大漢語林,5724
毬,大漢和辞典,16837
毬,日本語漢字辞典,5777
毬,新大字典,8092
毬,大字源,4763
毬,大漢語林,5730
毫,大漢和辞典,16831
毫,日本語漢字辞典,5778
毫,新大字典,8090
毫,大字源,4764
毫,大漢語林,5731
毯,大漢和辞典,16858
毯,日本語漢字辞典,5780
毯,新大字典,8095
毯,大字源,4767
毯,大漢語林,5735
毳,大漢和辞典,16872
毳,日本語漢字辞典,5779
毳,新大字典,8104
毳,大字源,4766
毳,大漢語林,5734
氈,大漢和辞典,16982
氈,日本語漢字辞典,5791
氈,日本語漢字辞典,5793
氈,新大字典,8146
氈,新大字典,8148
氈,大字源,4778
氈,大漢語林,5745
黽,大漢和辞典,48257
黽,日本語漢字辞典,15252
黽,日本語漢字辞典,15253
黽,新大字典,20860
黽,大字源,12191
黽,大漢語林,13824
鼇,大漢和辞典,48301
鼇,日本語漢字辞典,15258
鼇,日本語漢字辞典,15259
鼇,新大字典,20882
鼇,大字源,12200
鼇,大漢語林,13831
鼈,大漢和辞典,48305
鼈,日本語漢字辞典,15262
鼈,日本語漢字辞典,15263
鼈,新大字典,20884
鼈,大字源,12202
鼈,大漢語林,13834
魴,大漢和辞典,46022
魴,日本語漢字辞典,14692
魴,新大字典,19998
魴,大字源,11752
魴,大漢語林,13329
鮃,大漢和辞典,46044
鮃,日本語漢字辞典,14712
鮃,新大字典,20034
鮃,大字源,11767
鮃,大漢語林,13350
鮓,大漢和辞典,46076
鮓,日本語漢字辞典,14700
鮓,新大字典,20032
鮓,大字源,11757
鮓,大漢語林,13338
鮑,大漢和辞典,46074
鮑,日本語漢字辞典,14713
鮑,新大字典,20030
鮑,大字源,11768
鮑,大漢語林,13351
鮗,大漢和辞典,46091
鮗,日本語漢字辞典,14698
鮗,日本語漢字辞典,14699
鮗,新大字典,20037
鮗,大字源,11772
鮗,大漢語林,13357
鮖,大漢和辞典,46089
鮖,日本語漢字辞典,14697
鮖,新大字典,20035
鮖,大字源,11771
鮖,大漢語林,13356
鮟,大漢和辞典,46108
鮟,日本語漢字辞典,14715
鮟,新大字典,20044
鮟,大字源,11773
鮟,大漢語林,13359
鮨,大漢和辞典,46123
鮨,日本語漢字辞典,14728
鮨,新大字典,20053
鮨,大字源,11781
鮨,大漢語林,13368
鮠,大漢和辞典,46112
鮠,日本語漢字辞典,14718
鮠,日本語漢字辞典,14719
鮠,新大字典,20046
鮠,大字源,11777
鮠,大漢語林,13363
鮴,大漢和辞典,747
鮴,日本語漢字辞典,14727
鮴,新大字典,20066
鮴,大字源,-
鮴,大漢語林,13379
鯀,大漢和辞典,46168
鯀,日本語漢字辞典,14745
鯀,新大字典,20079
鯀,大字源,11792
鯀,大漢語林,13382
鯊,大漢和辞典,46186
鯊,日本語漢字辞典,14746
鯊,新大字典,20089
鯊,大字源,11793
鯊,大漢語林,13383
鯒,大漢和辞典,46204
鯒,日本語漢字辞典,14743
鯒,新大字典,20095
鯒,大字源,11807
鯒,大漢語林,13397
鯑,大漢和辞典,46203
鯑,日本語漢字辞典,14739
