遠,音,オン,NULL,高校で習う読み,表内読み
遠,訓,とお,い,小学校で習う読み,表内読み
遠,訓,おち,NULL,NULL,表外読み
園,音,エン,NULL,小学校で習う読み,表内読み
園,音,オン,NULL,NULL,表外読み
園,訓,その,NULL,中学校で習う読み,表内読み
園,訓,にわ,NULL,NULL,表外読み
家,音,カ,NULL,小学校で習う読み,表内読み
家,音,ケ,NULL,小学校で習う読み,表内読み
家,訓,いえ,NULL,小学校で習う読み,表内読み
家,訓,や,NULL,小学校で習う読み,表内読み
家,訓,うち,NULL,NULL,表外読み
何,音,カ,NULL,中学校で習う読み,表内読み
何,訓,なに,NULL,小学校で習う読み,表内読み
何,訓,なん,NULL,小学校で習う読み,表内読み
何,訓,いず,く,NULL,表外読み
何,訓,いず,れ,NULL,表外読み
夏,音,カ,NULL,１番,表内読み
夏,音,ゲ,NULL,１番,表内読み
夏,訓,なつ,NULL,小学校で習う読み,表内読み
科,音,カ,NULL,小学校で習う読み,表内読み
科,訓,しぐさ,NULL,NULL,表外読み
科,訓,しな,NULL,NULL,表外読み
科,訓,とが,NULL,NULL,表外読み
歌,音,カ,NULL,小学校で習う読み,表内読み
歌,訓,うた,NULL,小学校で習う読み,表内読み
歌,訓,うた,う,小学校で習う読み,表内読み
画,音,ガ,NULL,２番,表内読み
画,音,カク,NULL,１番,表内読み
画,訓,え,NULL,NULL,表外読み
画,訓,えが,く,NULL,表外読み
画,訓,かぎ,る,NULL,表外読み
画,訓,か,く,NULL,表外読み
画,訓,はか,る,NULL,表外読み
会,音,カイ,NULL,小学校で習う読み,表内読み
会,音,エ,NULL,高校で習う読み,表内読み
会,訓,あ,う,小学校で習う読み,表内読み
会,訓,あつ,まる,NULL,表外読み
会,訓,あつ,める,NULL,表外読み
回,音,カイ,NULL,小学校で習う読み,表内読み
回,音,エ,NULL,高校で習う読み,表内読み
回,訓,まわ,す,小学校で習う読み,表内読み
回,訓,まわ,る,小学校で習う読み,表内読み
回,訓,めぐ,らす,NULL,表外読み
回,訓,めぐ,る,NULL,表外読み
海,音,カイ,NULL,小学校で習う読み,表内読み
海,訓,うみ,NULL,小学校で習う読み,表内読み
絵,音,エ,NULL,小学校で習う読み,表内読み
絵,音,カイ,NULL,小学校で習う読み,表内読み
絵,訓,えが,く,NULL,表外読み
外,音,ガイ,NULL,小学校で習う読み,表内読み
外,音,ゲ,NULL,中学校で習う読み,表内読み
外,音,ウイ,NULL,NULL,表外読み
外,訓,そと,NULL,小学校で習う読み,表内読み
外,訓,はず,す,小学校で習う読み,表内読み
外,訓,はず,れる,小学校で習う読み,表内読み
外,訓,ほか,NULL,小学校で習う読み,表内読み
外,訓,と,NULL,NULL,表外読み
角,音,カク,NULL,１番,表内読み
角,音,ロク,NULL,２番,表内読み
角,訓,かど,NULL,小学校で習う読み,表内読み
角,訓,つの,NULL,小学校で習う読み,表内読み
角,訓,くら,べる,NULL,表外読み
角,訓,すみ,NULL,NULL,表外読み
楽,音,ガク,NULL,１番,表内読み
楽,音,ラク,NULL,２番,表内読み
楽,音,ギョウ,NULL,３番,表内読み
楽,音,ゴウ,NULL,３番,表内読み
