漢字,漢字構成
箲,竹＋氵＋丿＋十＋一＋儿
䈚,䈚
䈚,竹＋怠
䈚,竹＋台＋心
䈚,竹＋厶＋口＋心
箽,箽
箽,竹＋重
箯,箯
箯,竹＋便
箯,竹＋亻＋更
箯,竹＋亻＋一＋日＋丿＋乀
篈,篈
篈,竹＋封
篈,竹＋圭＋寸
篈,竹＋土＋寸
䈎,䈎
䈎,竹＋枼
䈎,竹＋世＋木
箻,箻
箻,竹＋律
箻,竹＋彳＋聿
箻,竹＋彳＋肀＋二
箻,竹＋彳＋肀＋一
篔,篔
篔,竹＋員
篔,竹＋口＋貝
篙,篙
篙,竹＋高
篙,竹＋亠＋口＋冋
篙,竹＋亠＋口＋冂
㰏,㰏
㰏,木＋篙
㰏,木＋竹＋高
㰏,木＋竹＋亠＋口＋冋
㰏,木＋竹＋亠＋口＋冂
籭,籭
籭,竹＋麗
籭,竹＋一＋冂＋丶＋鹿
籭,竹＋一＋冂＋丶＋广＋比
篘,篘
篘,竹＋芻
篘,竹＋勹＋屮
篘,竹＋勹＋凵＋丿
篘,竹＋勹＋凵＋丨
篨,篨
篨,竹＋除
篨,竹＋阝＋余
篨,竹＋阝＋人
䈰,䈰
䈰,竹＋捎
䈰,竹＋扌＋肖
䈰,竹＋扌＋丨＋丷＋月
篖,篖
篖,竹＋唐
篖,竹＋广＋肀＋口
䔍,䔍
䔍,艹＋馬
篚,篚
篚,竹＋匪
篚,竹＋匚＋非
篣,篣
篣,竹＋旁
篣,竹＋亠＋丷＋冖＋方
篗,篗
篗,竹＋隻
篗,竹＋隹＋又
籰,籰
籰,竹＋矍
籰,竹＋瞿＋又
籰,竹＋䀠＋隹＋又
籰,竹＋目＋隹＋又
簃,簃
簃,竹＋移
簃,竹＋禾＋多
簃,竹＋禾＋夕
簂,簂
簂,竹＋國
簂,竹＋囗＋或
簂,竹＋囗＋戈＋口＋一
簋,簋
簋,竹＋艮＋皿
簄,簄
簄,竹＋扈
簄,竹＋戸＋邑
簄,竹＋戶＋邑
簄,竹＋戸＋口＋巴
簄,竹＋戶＋口＋巴
簆,簆
簆,竹＋寇
簆,竹＋宀＋元＋攵
簆,竹＋宀＋元＋攴
簆,竹＋宀＋一＋兀＋攵
簆,竹＋宀＋一＋兀＋卜＋又
簆,竹＋宀＋一＋儿＋攵
簆,竹＋宀＋一＋儿＋卜＋又
篸,篸
篸,竹＋參
篸,竹＋厽＋㐱
篸,竹＋厶＋厸＋人＋彡
篹,篹
篹,竹＋目＋大＋巳
簁,簁
簁,竹＋徙
簁,竹＋彳＋歨
簁,竹＋彳＋止＋龰
簉,簉
簉,竹＋造
簉,竹＋辶＋告
簉,竹＋辶＋吿
簉,竹＋辶＋⺧＋口
簉,竹＋辶＋牛＋口
簉,竹＋辶＋丿＋土＋口
筿,筿
筿,竹＋条
筿,竹＋夂＋木
筿,竹＋攵＋木
篲,篲
篲,竹＋彗
篲,竹＋丰＋彐
篲,竹＋三＋丨＋彐
篲,竹＋一＋丨＋彐
簎,簎
簎,竹＋措
簎,竹＋扌＋昔
簎,竹＋扌＋龷＋日
簎,竹＋扌＋卄＋一＋日
簎,竹＋扌＋一＋丨＋日
篿,篿
篿,竹＋專
篿,竹＋一＋日＋丨＋寸
篵,篵
篵,竹＋從
篵,竹＋彳＋从＋龰
篵,竹＋彳＋人＋龰
䈾,䈾
䈾,竹＋梢
䈾,竹＋木＋肖
䈾,竹＋木＋丨＋丷＋月
簌,簌
簌,竹＋欶
簌,竹＋束＋欠
簌,竹＋束＋丿＋乛＋人
篴,篴
篴,竹＋逐
篴,竹＋辶＋豕
篼,篼
篼,竹＋兜
篼,竹＋白＋儿
篺,篺
篺,竹＋捭
篺,竹＋扌＋卑
篺,竹＋扌＋卑
篺,竹＋扌＋甶＋丿＋十
篺,竹＋扌＋丿＋田＋十
篻,篻
篻,竹＋票
篻,竹＋覀＋示
篻,竹＋襾＋示
篻,竹＋西＋示
篻,竹＋一＋儿＋口＋示
篾,篾
篾,竹＋罒＋戍
篾,竹＋罒＋戌
篾,竹＋罒＋戊＋丶
篾,竹＋罒＋戊＋一
篾,竹＋罒＋丿＋戈＋丶
篾,竹＋罒＋丿＋戈＋一
篰,篰
篰,竹＋部
篰,竹＋咅＋阝
篰,竹＋立＋口＋阝
簏,簏
簏,竹＋鹿
簏,竹＋广＋比
簥,簥
簥,竹＋喬
簥,竹＋呑＋冋
簥,竹＋夭＋口＋冂
簥,竹＋丿＋大＋口＋冂
簛,簛
簛,竹＋斯
簛,竹＋其＋斤
簛,竹＋卄＋一＋八＋斤
簛,竹＋一＋丨＋八＋斤
簨,簨
簨,竹＋巽
簨,竹＋己＋共
簨,竹＋巳＋共
簨,竹＋己＋龷＋八
簨,竹＋巳＋龷＋八
簨,竹＋己＋卄＋一＋八
簨,竹＋巳＋卄＋一＋八
簨,竹＋己＋一＋丨＋八
簨,竹＋巳＋一＋丨＋八
簭,簭
簭,筮＋㕣
簭,竹＋巫＋八＋口
簭,竹＋工＋从＋八＋口
簭,竹＋工＋人＋八＋口
簦,簦
簦,竹＋登
簦,竹＋癶＋豆
簜,簜
簜,竹＋湯
簜,竹＋氵＋昜
簜,竹＋氵＋旦＋勿
簜,竹＋氵＋日＋一＋勹＋丿
簙,簙
簙,竹＋博
簙,竹＋十＋尃
簙,竹＋十＋専＋丶
簙,竹＋十＋甫＋寸
簙,竹＋十＋一＋日＋丨＋寸＋丶
簱,簱
簱,竹＋方＋其
簱,竹＋方＋卄＋一＋八
簱,竹＋方＋一＋丨＋八
簠,簠
簠,竹＋盙
簠,竹＋甫＋皿
盙,盙
盙,甫＋皿
㝬,㝬
㝬,害＋夫
㝬,宀＋龶＋口＋二＋人
㝬,宀＋丰＋口＋二＋人
㝬,宀＋龶＋口＋一＋人
㝬,宀＋三＋丨＋口＋一＋人
簩,簩
簩,竹＋勞
簩,竹＋𤇾＋力
簩,竹＋炏＋冖＋力
簩,竹＋火＋冖＋力
簳,簳
簳,竹＋幹
簳,竹＋龺＋人＋干
簳,竹＋十＋日＋人＋干
簺,簺
簺,竹＋塞
簺,竹＋宀＋井＋一＋八＋土
簺,竹＋宀＋二＋丿＋丨＋一＋八＋土
簘,簘
簘,竹＋粛
簘,竹＋肀＋丿＋丨
簹,簹
簹,竹＋當
簹,竹＋龸＋口＋田
簹,竹＋⺌＋冖＋口＋田
簹,竹＋丨＋丷＋冖＋口＋田
簬,簬
簬,竹＋路
簬,竹＋足＋各
簬,竹＋口＋龰＋夂
簬,竹＋口＋止＋夂
簵,簵
簵,竹＋輅
簵,竹＋車＋各
簵,竹＋車＋夂＋口
簶,簶
簶,竹＋祿
簶,竹＋禄
簶,竹＋示＋彔
簶,竹＋礻＋彔
簶,竹＋礻＋录
簶,竹＋示＋录
簶,竹＋示＋彑＋氺
簶,竹＋礻＋彑＋氺
簶,竹＋礻＋彐＋氺
簶,竹＋示＋彐＋氺
簴,簴
簴,竹＋虡
簴,竹＋虛＋八
簴,竹＋虚＋八
簴,竹＋虍＋业＋八
簴,竹＋卜＋丿＋乛＋七＋业＋八
籋,籋
籋,竹＋爾
籋,竹＋一＋八＋冂＋丨＋㸚
籋,竹＋一＋八＋冂＋丨＋爻
籋,竹＋一＋八＋冂＋丨＋㐅＋乂
籋,竹＋一＋八＋冂＋丨＋㐅＋丿
筹,筹
筹,竹＋寿
筹,竹＋丰＋寸
筹,竹＋三＋丨＋寸
筹,竹＋一＋丨＋寸
籊,籊
籊,竹＋翟
籊,竹＋羽＋隹
籅,籅
籅,竹＋與
籅,竹＋⺽＋一＋八
籆,籆
籆,竹＋蒦
籆,竹＋艹＋隻
籆,竹＋艹＋隹＋又
䉤,䉤
䉤,竹＋数
䉤,竹＋娄＋攵
䉤,竹＋米＋女＋攵
籑,籑
籑,竹＋目＋大＋良
籑,竹＋目＋大＋丨＋艮
籓,籓
籓,竹＋潘
籓,竹＋氵＋番
籓,竹＋氵＋釆＋田
籓,竹＋氵＋丿＋米＋田
籞,籞
籞,竹＋禦
籞,竹＋御＋示
籞,竹＋彳＋卸＋示
籞,竹＋彳＋止＋卩＋示
篽,篽
篽,竹＋御
篽,竹＋彳＋卸
篽,竹＋彳＋止＋卩
籡,籡
籡,竹＋撿
籡,竹＋扌＋僉
籡,竹＋扌＋亼＋吅＋从
籡,竹＋扌＋人＋一＋口
籛,籛
籛,竹＋錢
籛,竹＋金＋戔
籛,竹＋金＋戈
籗,籗
籗,竹＋霍
籗,竹＋雨＋隹
籜,籜
籜,竹＋擇
籜,竹＋扌＋睪
籜,竹＋扌＋罒＋幸
籚,籚
籚,竹＋盧
籚,竹＋虍＋田＋皿
籚,竹＋卜＋丿＋乛＋七＋田＋皿
籙,籙
籙,竹＋錄
籙,竹＋録
籙,竹＋金＋彔
籙,竹＋金＋录
籙,竹＋金＋彑＋氺
籙,竹＋金＋彐＋氺
籧,籧
籧,竹＋遽
籧,竹＋辶＋豦
籧,竹＋辶＋虍＋豕
籧,竹＋辶＋卜＋丿＋乛＋七＋豕
籣,籣
籣,竹＋闌
籣,竹＋門＋柬
籢,籢
籢,竹＋斂
籢,竹＋僉＋攵
籢,竹＋亼＋吅＋从＋攵
籢,竹＋人＋一＋口＋攵
匲,匲
匲,匚＋大＋品
匲,匚＋大＋口＋吅
籩,籩
籩,竹＋邊
籩,竹＋辶＋臱
籩,竹＋辶＋自＋穴＋方
籩,竹＋辶＋自＋宀＋八＋方
籮,籮
籮,竹＋羅
籮,竹＋罒＋維
籮,竹＋罒＋糸＋隹
籮,竹＋罒＋幺＋小＋隹
籯,籯
籯,竹＋贏
籯,竹＋吂＋月＋貝＋凡
籯,竹＋吂＋月＋貝＋卂
籯,竹＋亡＋口＋月＋貝＋几＋丶
籯,竹＋亡＋口＋月＋貝＋⺄＋十
籯,竹＋亠＋口＋月＋貝＋几＋丶
籯,竹＋亠＋口＋月＋貝＋⺄＋十
籝,籝
籝,竹＋嬴
籝,竹＋吂＋月＋女＋卂
籝,竹＋吂＋月＋女＋凡
籝,竹＋亡＋口＋月＋女＋⺄＋十
籝,竹＋亡＋口＋月＋女＋几＋丶
籝,竹＋亠＋口＋月＋女＋⺄＋十
籝,竹＋亠＋口＋月＋女＋几＋丶
籺,籺
籺,米＋乞
籺,米＋𠂉＋乙
籽,籽
籽,米＋子
籹,籹
籹,米＋女
籸,籸
籸,米＋卂
籸,米＋⺄＋十
籼,籼
籼,米＋山
粆,粆
粆,米＋少
粆,米＋小＋丿
粏,粏
粏,米＋太
粏,米＋大＋丶
粔,粔
粔,米＋巨
粣,粣
粣,米＋冊
粣,米＋册
粣,米＋冂＋丨＋一
粠,粠
粠,米＋共
粠,米＋龷＋八
粠,米＋卄＋一＋八
粠,米＋一＋丨＋八
秶,秶
秶,次＋禾
秶,冫＋欠＋禾
秶,冫＋丿＋乛＋人＋禾
糚,糚
糚,米＋莊
糚,米＋艹＋壯
糚,米＋艹＋爿＋士
粞,粞
粞,米＋西
粞,米＋一＋儿＋口
稉,稉
稉,禾＋更
稉,禾＋一＋日＋丿＋乀
粰,粰
粰,米＋孚
粰,米＋爫＋子
粿,粿
粿,米＋果
粿,米＋日＋木
粷,粷
粷,米＋匊
粷,米＋勹
糉,糉
糉,米＋㚇
糉,米＋凶＋八＋夂
糉,米＋凵＋㐅＋八＋夂
粻,粻
粻,米＋長
粺,粺
粺,米＋卑
粺,米＋卑
粺,米＋甶＋丿＋十
粺,米＋丿＋田＋十
粼,粼
粼,粦＋巜
粼,米＋舛＋巜
粼,米＋夕＋㐄＋巜
粶,粶
粶,米＋彔
粶,米＋录
粶,米＋彑＋氺
粶,米＋彐＋氺
糇,糇
糇,米＋侯
糇,米＋亻＋矢
糈,糈
糈,米＋胥
糈,米＋疋＋月
糈,米＋乛＋龰＋月
糈,米＋乛＋止＋月
糄,糄
糄,米＋扁
糄,米＋戶＋冂＋卄
糄,米＋戸＋冂＋卄
糄,米＋戶＋冂＋一＋丨
糄,米＋戸＋冂＋一＋丨
糗,糗
糗,米＋臭
糗,米＋臭
糗,米＋自＋犬
糗,米＋自＋大
糕,糕
糕,米＋羔
糕,米＋⺷＋灬
糕,米＋䒑＋丨＋一＋灬
糕,米＋丷＋一＋丨＋灬
糍,糍
糍,米＋兹
糍,米＋茲
糍,米＋䒑＋幺
糍,米＋艹＋幺
糍,米＋丷＋一＋幺
糔,糔
糔,米＋蚤
糔,米＋㕚＋虫
糔,米＋丶＋叉＋虫
糔,米＋又＋丶＋虫
糏,糏
糏,米＋屑
糏,米＋尸＋肖
糏,米＋尸＋丨＋丷＋月
糛,糛
糛,米＋堂
糛,米＋龸＋口＋土
糛,米＋⺌＋冖＋口＋土
糛,米＋丨＋丷＋冖＋口＋土
粇,粇
粇,米＋亢
粇,米＋亠＋几
糝,糝
糝,米＋參
糝,米＋厽＋㐱
糝,米＋厶＋厸＋人＋彡
糙,糙
糙,米＋造
糙,米＋辶＋告
糙,米＋辶＋吿
糙,米＋辶＋⺧＋口
糙,米＋辶＋牛＋口
糙,米＋辶＋丿＋土＋口
糦,糦
糦,米＋喜
糦,米＋壴＋口
糦,米＋十＋豆＋口
糩,糩
糩,米＋會
糩,米＋亼＋日
糩,米＋人＋一＋日
糫,糫
糫,米＋睘
糫,米＋罒＋一＋口
糥,糥
糥,米＋而
糥,米＋一＋丿＋冂＋丨
穤,穤
穤,禾＋需
穤,禾＋雨＋而
穤,禾＋雨＋一＋丿＋冂＋丨
稬,稬
稬,禾＋耎
稬,禾＋而＋大
稬,禾＋一＋丿＋冂＋丨＋大
糰,糰
糰,米＋團
糰,米＋囗＋專
糰,米＋囗＋一＋日＋丨＋寸
糱,糱
糱,辥＋米
糱,屮＋𠂤＋辛＋米
糱,凵＋丨＋丿＋㠯＋立＋十＋米
糵,糵
糵,薛＋米
糵,艹＋𠂤＋辛＋米
糵,艹＋丿＋㠯＋立＋十＋米
籴,籴
籴,入＋米
粜,粜
粜,出＋米
糳,糳
糳,丵＋臼＋殳＋米
糳,业＋丷＋干＋臼＋几＋又＋米
糷,糷
糷,米＋蘭
糷,米＋艹＋䦨
糷,米＋艹＋門＋東
䊸,䊸
䊸,糸＋亏
䊸,糹＋亏
䊸,幺＋小＋一＋丂
䊸,幺＋小＋二
䊸,糹＋一＋丂
䊸,糹＋二
紈,紈
紈,糸＋丸
紈,幺＋小＋九＋丶
紇,紇
紇,糸＋乞
紇,幺＋小＋𠂉＋乙
紃,紃
紃,糸＋川
紃,幺＋小＋川
紉,紉
紉,糸＋刃
紉,幺＋小＋刀＋丶
紉,幺＋小＋刀＋丿
䋆,䋆
䋆,糸＋戸
䋆,糸＋戶
䋆,幺＋小＋戸
䋆,幺＋小＋戶
紟,紟
紟,糸＋今
紟,糹＋今
紟,幺＋小＋亼
紟,幺＋小＋亽
紟,糹＋亼
紟,糹＋亽
紟,幺＋小＋人＋一
紟,幺＋小＋人＋丶
紟,糹＋人＋一
紟,糹＋人＋丶
紒,紒
紒,糸＋介
紒,幺＋小＋人＋丿＋丨
紓,紓
紓,糸＋予
紓,幺＋小＋龴＋乛＋亅
紝,紝
紝,糸＋壬
紝,幺＋小＋丿＋士
絍,絍
絍,糸＋任
絍,幺＋小＋亻＋壬
絍,幺＋小＋亻＋丿＋士
紞,紞
紞,糸＋冘
紞,幺＋小＋冖＋丿＋乚
紖,紖
紖,糸＋引
紖,幺＋小＋弓＋丨
紏,紏
紏,糸＋斗
紏,幺＋小＋斗
紦,紦
紦,糸＋巴
紦,幺＋小＋巴
紑,紑
紑,糸＋不
紑,幺＋小＋不
絇,絇
絇,糸＋句
絇,幺＋小＋勹＋口
紭,紭
紭,糸＋弘
紭,幺＋小＋弓＋厶
紥,紥
紥,扎＋糸
紥,扌＋乚＋幺＋小
絁,絁
絁,糸＋㐌
絁,幺＋小＋𠂉＋也
紸,紸
紸,糸＋主
紸,糹＋主
紸,幺＋小＋丶＋王
紸,糹＋丶＋王
紾,紾
紾,糸＋㐱
紾,幺＋小＋人＋彡
紽,紽
紽,糸＋它
紽,幺＋小＋宀＋匕
䋎,䋎
䋎,糸＋旦
䋎,糹＋旦
䋎,幺＋小＋日＋一
䋎,糹＋日＋一
紩,紩
紩,糸＋失
紩,糹＋失
紩,幺＋小＋丿＋夫
紩,糹＋丿＋夫
紩,幺＋小＋丿＋二＋人
紩,糹＋丿＋二＋人
紩,幺＋小＋丿＋一＋人
紩,糹＋丿＋一＋人
絀,絀
絀,糸＋出
絀,幺＋小＋出
絈,絈
絈,糸＋白
絈,幺＋小＋白
紱,紱
紱,糸＋友＋丶
紱,糸＋犮
紱,幺＋小＋又＋丶
紱,幺＋小＋犬＋丿
紼,紼
紼,糸＋弗
紼,幺＋小＋弓＋丿＋丨
䋖,䋖
䋖,糸＋聿
䋖,幺＋小＋肀＋二
䋖,幺＋小＋肀＋一
絪,絪
絪,糸＋因
絪,幺＋小＋囗＋大
絓,絓
絓,糸＋圭
絓,幺＋小＋土
絯,絯
絯,糸＋亥
絯,糹＋亥
絯,幺＋小＋亠＋人
絯,糹＋亠＋人
絙,絙
絙,糸＋亘
絙,幺＋小＋一＋旦
絙,幺＋小＋一＋日
絜,絜
絜,㓞＋糸
絜,丰＋刀＋幺＋小
絜,丯＋刀＋幺＋小
絜,三＋丨＋刀＋幺＋小
絜,彡＋丨＋刀＋幺＋小
絜,一＋丨＋刀＋幺＋小
絭,絭
絭,龹＋糸
絭,丷＋二＋人＋幺＋小
絭,八＋二＋人＋幺＋小
絭,丷＋一＋人＋幺＋小
絭,八＋一＋人＋幺＋小
絝,絝
絝,糸＋夸
絝,幺＋小＋大＋亏
絝,幺＋小＋大＋一＋丂
絝,幺＋小＋大＋二
絗,絗
絗,糸＋回
絗,幺＋小＋囗＋口
絑,絑
絑,糸＋朱
絑,幺＋小＋朱
絕,絕
絕,糸＋刀＋巴
絕,糹＋刀＋巴
絕,幺＋小＋刀＋巴
絟,絟
絟,糸＋全
絟,糹＋全
絟,幺＋小＋人＋王
絟,幺＋小＋入＋王
絟,糹＋人＋王
絟,糹＋入＋王
絰,絰
絰,糸＋至
絰,幺＋小＋一＋厶＋土
綂,綂
綂,糸＋亠＋兄
綂,幺＋小＋亠＋口＋儿
絧,絧
絧,糸＋同
絧,幺＋小＋冂＋一＋口
絥,絥
絥,糸＋伏
絥,幺＋小＋亻＋犬
絫,絫
絫,厽＋糸
絫,厶＋厸＋幺＋小
綖,綖
綖,糸＋延
綖,幺＋小＋廴＋丿＋止
絿,絿
絿,糸＋求
絿,幺＋小＋求
㡭,㡭
㡭,幺
綗,綗
綗,糸＋冏
綗,幺＋小＋冂＋㕣
綗,幺＋小＋冂＋儿＋口
綗,幺＋小＋冂＋八＋口
綌,綌
綌,糸＋谷
綌,幺＋小＋八＋人＋口
綋,綋
綋,糸＋宏
綋,幺＋小＋宀＋厷
綋,幺＋小＋宀＋厶
綆,綆
綆,糸＋更
綆,幺＋小＋一＋日＋丿＋乀
綑,綑
綑,糸＋困
綑,幺＋小＋囗＋木
綃,綃
綃,糸＋肖
綃,幺＋小＋丨＋丷＋月
縧,縧
縧,糸＋條
縧,幺＋小＋亻＋丨＋条
縧,幺＋小＋亻＋丨＋夂＋木
縧,幺＋小＋亻＋丨＋攵＋木
綅,綅
綅,糸＋彐＋冖＋又
綅,幺＋小＋彐＋冖＋又
絺,絺
絺,糸＋希
絺,幺＋小＋㐅＋布
絺,幺＋小＋㐅＋巾
綈,綈
綈,糸＋弟
綈,幺＋小＋弚＋丿
綈,幺＋小＋八＋弔＋丿
綈,幺＋小＋丷＋弔＋丿
綈,幺＋小＋八＋弓＋丨＋丿
綈,幺＋小＋丷＋弓＋丨＋丿
綍,綍
綍,糸＋孛
綍,幺＋小＋十＋冖＋子
絻,絻
絻,糸＋免
絻,幺＋小＋免
綁,綁
綁,糸＋邦
綁,幺＋小＋丰＋阝
綁,幺＋小＋三＋丨＋阝
綁,幺＋小＋一＋丨＋阝
緎,緎
緎,糸＋或
緎,幺＋小＋戈＋口＋一
綶,綶
綶,糸＋果
綶,幺＋小＋日＋木
綦,綦
綦,其＋糸
綦,卄＋一＋八＋幺＋小
綦,一＋丨＋八＋幺＋小
綨,綨
綨,糸＋其
綨,糹＋其
綨,幺＋小＋卄＋一＋八
綨,糹＋卄＋一＋八
綨,幺＋小＋一＋丨＋八
綨,糹＋一＋丨＋八
緄,緄
緄,糸＋昆
緄,幺＋小＋日＋比
綷,綷
綷,糸＋卒
綷,幺＋小＋亠＋从＋十
綷,幺＋小＋亠＋人＋十
紣,紣
紣,糸＋卆
紣,幺＋小＋九＋十
緅,緅
緅,糸＋取
緅,幺＋小＋耳＋又
綧,綧
綧,糸＋享
綧,幺＋小＋亠＋口＋子
緃,緃
緃,糸＋从＋龰
緃,幺＋小＋人＋龰
緌,緌
緌,糸＋委
緌,幺＋小＋禾＋女
緀,緀
緀,糸＋妻
緀,幺＋小＋一＋彐＋丨＋女
紪,紪
紪,糸＋此
紪,幺＋小＋止＋匕
緆,緆
緆,糸＋易
緆,幺＋小＋日＋勿
緆,幺＋小＋日＋勹＋丿
綪,綪
綪,糸＋靑
綪,糸＋青
綪,幺＋小＋龶＋円
綪,幺＋小＋龶＋月
緫,緫
緫,糸＋怱
緫,幺＋小＋匆＋心
緫,幺＋小＋勿＋丶＋心
緫,幺＋小＋勹＋丿＋丶＋心
摠,摠
摠,扌＋悤
摠,扌＋囱＋心
摠,扌＋囪＋心
摠,扌＋丿＋囗＋夊＋心
摠,扌＋丿＋囗＋夕＋心
摠,扌＋丿＋囗＋夂＋心
揔,揔
揔,扌＋怱
揔,扌＋匆＋心
揔,扌＋勿＋丶＋心
揔,扌＋勹＋丿＋丶＋心
捴,捴
捴,扌＋忩
捴,扌＋公＋心
捴,扌＋八＋厶＋心
綞,綞
綞,糸＋垂
綞,幺＋小＋垂
緂,緂
緂,糸＋炎
緂,幺＋小＋火
綝,綝
綝,糸＋林
綝,幺＋小＋木
綹,綹
綹,糸＋咎
綹,幺＋小＋处＋口
綹,幺＋小＋夂＋卜＋口
緉,緉
緉,糸＋兩
緉,糹＋兩
緉,幺＋小＋一＋冂＋丨＋入
緉,糹＋一＋冂＋丨＋入
緭,緭
緭,糸＋胃
緭,幺＋小＋田＋月
䌂,䌂
䌂,糸＋屋
䌂,幺＋小＋尸＋至
䌂,幺＋小＋尸＋一＋厶＋土
緺,緺
緺,糸＋咼
緺,幺＋小＋冎＋口
緙,緙
緙,糸＋革
緙,幺＋小＋革
緱,緱
緱,糸＋侯
緱,幺＋小＋亻＋矢
緪,緪
緪,糸＋恆
緪,幺＋小＋忄＋亙
緪,幺＋小＋忄＋一＋丶
絚,絚
絚,糸＋亙
絚,幺＋小＋一＋丶
緦,緦
緦,糸＋思
緦,幺＋小＋田＋心
緧,緧
緧,糸＋酋
緧,糹＋酋
緧,幺＋小＋八＋酉
緧,幺＋小＋丷＋酉
緧,糹＋八＋酉
緧,糹＋丷＋酉
緗,緗
緗,糸＋相
緗,幺＋小＋木＋目
緛,緛
緛,糸＋耎
緛,糹＋耎
緛,幺＋小＋而＋大
緛,糹＋而＋大
緛,幺＋小＋一＋丿＋冂＋丨＋大
緛,糹＋一＋丿＋冂＋丨＋大
緵,緵
緵,糸＋㚇
緵,幺＋小＋凶＋八＋夂
緵,幺＋小＋凵＋㐅＋八＋夂
緹,緹
緹,糸＋是
緹,幺＋小＋日＋一＋龰
縀,縀
縀,糸＋叚
縀,幺＋小＋又
緢,緢
緢,糸＋苗
緢,幺＋小＋艹＋田
緍,緍
緍,糸＋昏
緍,幺＋小＋氏＋日
緶,緶
緶,糸＋便
緶,幺＋小＋亻＋更
緶,幺＋小＋亻＋一＋日＋丿＋乀
緥,緥
緥,糸＋保
緥,幺＋小＋亻＋呆
緥,幺＋小＋亻＋口＋木
縜,縜
縜,糸＋員
縜,幺＋小＋口＋貝
縕,縕
縕,糸＋囚＋皿
縕,幺＋小＋囗＋人＋皿
緼,緼
緼,糸＋昷
緼,糹＋昷
緼,幺＋小＋日＋皿
緼,糹＋日＋皿
縈,縈
縈,𤇾＋糸
縈,炏＋冖＋幺＋小
縈,火＋冖＋幺＋小
縑,縑
縑,糸＋兼
縑,幺＋小＋兼
縠,縠
縠,士＋冖＋一＋糸＋殳
縠,士＋冖＋一＋幺＋小＋几＋又
縗,縗
縗,糸＋衰
縗,幺＋小＋衣＋口＋一
縗,幺＋小＋亠＋口＋一
縉,縉
縉,糸＋晋
縉,幺＋小＋亚＋日
縉,幺＋小＋一＋业＋日
縝,縝
縝,糸＋眞
縝,糸＋真
縝,幺＋小＋匕＋目＋八
縝,幺＋小＋十＋具
縝,幺＋小＋十＋目＋一＋八
縐,縐
縐,糸＋芻
縐,幺＋小＋勹＋屮
縐,幺＋小＋勹＋凵＋丿
縐,幺＋小＋勹＋凵＋丨
縚,縚
縚,糸＋舀
縚,糹＋舀
縚,幺＋小＋爫＋臼
縚,糹＋爫＋臼
䋣,䋣
䋣,每＋糸
䋣,𠂉＋母＋幺＋小
縏,縏
縏,般＋糸
縏,舟＋殳＋幺＋小
縏,舟＋几＋又＋幺＋小
縨,縨
縨,糸＋晃
縨,幺＋小＋日＋光
縨,幺＋小＋日＋⺌＋兀
縨,幺＋小＋日＋丨＋丷＋一＋儿
繄,繄
繄,殹＋糸
繄,医＋殳＋幺＋小
繄,匚＋矢＋几＋又＋幺＋小
繄,匸＋矢＋几＋又＋幺＋小
縯,縯
縯,糸＋寅
縯,幺＋小＋宀＋一＋由＋八
縴,縴
縴,糸＋牽
縴,糹＋牽
縴,幺＋小＋玄＋冖＋牛
縴,糹＋玄＋冖＋牛
縴,幺＋小＋亠＋冖＋牛
縴,糹＋亠＋幺＋冖＋牛
繀,繀
繀,糸＋崔
繀,糹＋崔
繀,幺＋小＋山＋隹
繀,糹＋山＋隹
縿,縿
縿,糸＋參
縿,幺＋小＋厽＋㐱
縿,幺＋小＋厶＋厸＋人＋彡
縰,縰
縰,糸＋徙
縰,糹＋徙
縰,幺＋小＋彳＋歨
縰,糹＋彳＋歨
縰,幺＋小＋彳＋止＋龰
縰,糹＋彳＋止＋龰
縬,縬
縬,糸＋戚
縬,幺＋小＋戊＋尗
縬,幺＋小＋丿＋戈＋上
繅,繅
繅,糸＋巢
繅,幺＋小＋巛＋果
繅,幺＋小＋巛＋日＋木
縶,縶
縶,執＋糸
縶,幸＋丸＋幺＋小
縶,幸＋九＋丶＋幺＋小
縳,縳
縳,糸＋專
縳,幺＋小＋一＋日＋丨＋寸
綳,綳
綳,糸＋朋
綳,幺＋小＋月
繇,繇
繇,䍃＋系
繇,爫＋缶＋丿＋糸
繇,爫＋缶＋丿＋幺＋小
縭,縭
縭,糸＋离
縭,幺＋小＋㐫＋禸
縭,幺＋小＋亠＋凶＋冂＋厶
縭,幺＋小＋亠＋凵＋㐅＋冂＋厶
繂,繂
繂,糸＋率
繂,糹＋率
繂,幺＋小＋玄＋十
繂,糹＋玄＋十
繂,幺＋小＋亠＋十
繂,糹＋亠＋幺＋十
纝,纝
纝,糸＋纍
纝,幺＋小＋畾＋糸
纝,幺＋小＋田
繘,繘
繘,糸＋矞
繘,幺＋小＋矛＋冏
繘,幺＋小＋予＋丿＋冂＋㕣
繘,幺＋小＋予＋丿＋冂＋儿＋口
繘,幺＋小＋龴＋乛＋亅＋丿＋冂＋八＋口
繘,幺＋小＋龴＋乛＋亅＋丿＋冂＋儿＋口
繢,繢
繢,糸＋貴
繢,幺＋小＋中＋一＋貝
繢,幺＋小＋口＋丨＋一＋貝
繣,繣
繣,糸＋畫
繣,糹＋畫
繣,幺＋小＋聿＋田＋一
繣,糹＋聿＋田＋一
繣,幺＋小＋肀＋二＋田＋一
繣,糹＋肀＋二＋田＋一
繥,繥
繥,糸＋喜
